trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	87.05	47.587579212	16920.975716	13647.4988014	18406.669643	21530.3616435	25504.070798	None	3973.70915457	4	4	7	55	0	1	1	100	[1398, 123]	-45	1	0	1	57	[385, 301]	-2	1	0	1	26	[718, 863]	29	1	0	1	88	[330, 650]	-33	0	1	1	67	[1345, 325]	-12	0	1	1	111	[1387, 733]	-56	0	1	1	155	[1115, 161]	80	1	0	1	46	[554, 890]	9	9	55	46	100	57	26	88	67	111	155
2	8	collaborate	contingent	68.08	85.690158424	37930.2290291	35106.3616024	39182.3337043	42303.8719132	45393.6684539	None	3089.79654074	4	4	5	162	0	1	1	27	[1149, 762]	-45	1	0	1	125	[818, 246]	37	0	1	1	90	[1371, 712]	72	1	0	1	167	[304, 732]	-5	1	0	1	4	[619, 124]	-22	1	0	1	147	[531, 466]	15	0	1	1	104	[1106, 603]	58	0	1	1	114	[1305, 225]	48	15	162	147	27	125	90	167	4	104	114
3	8	collaborate	contingent	61.05	155.299159918	61577.6043064	54362.5213143	63128.8210007	66267.8116657	71428.3156881	None	5160.50402241	4	4	1	136	1	0	1	9	[1100, 309]	-53	1	0	1	153	[833, 178]	-17	1	0	1	126	[623, 333]	10	0	1	1	68	[1318, 775]	68	1	0	1	79	[494, 420]	57	0	1	1	32	[576, 818]	-76	0	1	1	45	[1047, 643]	-89	0	1	1	109	[936, 857]	27	-17	136	153	9	126	68	79	32	45	109
4	8	collaborate	contingent	26.5	218.207781965	83954.5970035	78775.6490331	85271.640547	88378.5574581	91084.1342242	None	2705.57676603	4	4	6	59	0	1	1	175	[582, 937]	64	1	0	1	83	[1021, 212]	-24	0	1	1	147	[336, 918]	-88	1	0	1	64	[832, 252]	-5	0	1	1	124	[361, 590]	-65	1	0	1	47	[1005, 510]	12	1	0	1	31	[296, 281]	28	0	1	1	113	[428, 728]	-54	28	59	31	175	83	147	64	124	47	113
5	8	collaborate	contingent	99.32	279.920900096	103341.22055	98416.0006627	104595.044667	107700.437869	110905.66129	None	3205.22342105	4	4	4	124	1	0	1	60	[377, 844]	64	0	1	1	36	[1143, 943]	88	1	0	1	159	[413, 387]	-35	0	1	1	145	[924, 701]	-21	1	0	1	126	[885, 350]	-2	0	1	1	93	[1288, 105]	31	0	1	1	79	[1317, 434]	45	1	0	1	114	[236, 921]	10	-2	124	126	60	36	159	145	93	79	114
6	8	collaborate	contingent	84.27	347.333280266	123364.040258	116483.572024	124548.94451	127672.608287	130494.219291	None	2821.61100384	4	4	3	75	0	1	1	113	[1325, 648]	-38	1	0	1	9	[528, 277]	66	0	1	1	178	[1450, 840]	77	1	0	1	65	[173, 676]	10	0	1	1	155	[1092, 631]	-80	0	1	1	76	[1054, 390]	-1	1	0	1	31	[303, 446]	44	1	0	1	21	[749, 386]	54	10	75	65	113	9	178	155	76	31	21
7	8	collaborate	contingent	95.81	444.896902314	143837.859741	139696.677897	145089.356326	148229.169874	152705.918382	None	4476.74850781	4	4	4	168	0	1	1	157	[1289, 796]	11	0	1	1	143	[1085, 545]	25	1	0	1	93	[201, 200]	75	1	0	1	24	[962, 357]	-36	1	0	1	173	[1372, 437]	-5	0	1	1	65	[978, 691]	-77	1	0	1	45	[1183, 314]	-57	0	1	1	131	[1446, 702]	37	-5	168	173	157	143	93	24	65	45	131
8	8	collaborate	contingent	98.47	537.659179222	163142.811482	158099.320727	164243.952449	167350.293892	170757.139108	None	3406.84521584	3	5	0	7	1	0	1	4	[272, 465]	3	0	1	1	157	[1441, 783]	30	0	1	1	43	[1016, 749]	-36	1	0	1	57	[921, 130]	-50	0	1	1	94	[1110, 525]	-87	0	1	1	117	[639, 434]	70	0	1	1	127	[483, 320]	60	1	0	1	168	[762, 136]	19	3	7	4	157	43	57	94	117	127	168
9	8	collaborate	contingent	91.95	610.641082378	181411.588249	177556.06016	182680.065186	185788.236398	188375.078256	None	2586.84185833	3	5	0	137	1	0	1	144	[781, 760]	-7	0	1	1	30	[401, 521]	-73	1	0	1	134	[286, 930]	3	1	0	1	74	[1225, 686]	63	0	1	1	18	[552, 306]	-61	0	1	1	100	[483, 676]	37	0	1	1	62	[327, 188]	75	0	1	1	51	[609, 130]	86	-7	137	144	30	134	74	18	100	62	51
10	8	collaborate	contingent	3.55	618.174121342	202369.536898	197944.702611	203622.320406	206727.647631	210134.391682	None	3406.74405068	4	4	6	139	0	1	1	52	[223, 851]	87	1	0	1	144	[973, 167]	-5	0	1	1	156	[1274, 473]	-17	1	0	1	25	[955, 880]	-66	1	0	1	82	[716, 776]	57	0	1	1	166	[452, 501]	-27	1	0	1	93	[1399, 332]	46	0	1	1	178	[440, 239]	-39	46	139	93	52	144	156	25	82	166	178
