trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	14.4	56.8586220474	17342.8614156	13567.7531136	18944.8060314	22051.1818744	29082.3227042	None	7031.14082978	4	4	0	65	1	0	1	31	[1422, 254]	34	0	1	1	170	[916, 723]	75	0	1	1	153	[712, 764]	-88	0	1	1	125	[1299, 682]	-60	1	0	1	97	[827, 118]	-32	0	1	1	114	[1152, 927]	-49	1	0	1	52	[1111, 581]	13	1	0	1	10	[1255, 175]	55	34	65	31	170	153	125	97	114	52	10
2	8	collaborate	contingent	19.77	114.648260161	40120.5897111	34392.1351078	41222.1797041	44330.4890203	51392.3286384	None	7061.83961813	4	4	4	50	1	0	1	65	[248, 510]	-15	0	1	1	113	[1259, 678]	-63	1	0	1	140	[898, 161]	90	1	0	1	151	[225, 936]	79	1	0	1	19	[746, 300]	31	0	1	1	38	[1063, 583]	12	0	1	1	9	[1424, 332]	41	0	1	1	76	[1458, 810]	-26	31	50	19	65	113	140	151	38	9	76
3	8	collaborate	contingent	1.0	154.232261655	59710.1439714	56519.3433449	60794.1765622	63900.2602766	70997.7065893	None	7097.44631267	4	4	5	33	1	0	1	65	[640, 572]	-32	0	1	1	110	[973, 384]	-77	0	1	1	158	[1198, 363]	55	0	1	1	81	[625, 749]	-48	1	0	1	38	[174, 506]	-5	1	0	1	123	[570, 314]	90	0	1	1	54	[914, 894]	-21	1	0	1	174	[257, 716]	39	90	33	123	65	110	158	81	38	54	174
4	8	collaborate	contingent	97.3	251.530810938	83155.1074296	76541.4655763	84757.6568285	87863.861133	94894.1974181	None	7030.33628504	4	4	4	5	0	1	1	65	[881, 238]	-60	0	1	1	115	[898, 752]	70	1	0	1	19	[738, 932]	-14	0	1	1	165	[1410, 494]	20	1	0	1	1	[1255, 593]	4	0	1	1	81	[1497, 359]	-76	1	0	1	131	[356, 141]	54	1	0	1	145	[226, 320]	40	4	5	1	65	115	19	165	81	131	145
5	8	collaborate	contingent	64.57	305.741752863	107102.44512	100939.467446	108270.438094	111393.525376	118424.063988	None	7030.53861247	4	4	6	5	1	0	1	129	[288, 245]	56	0	1	1	141	[1349, 551]	44	0	1	1	102	[589, 250]	83	0	1	1	73	[1221, 704]	-68	0	1	1	35	[862, 314]	-30	1	0	1	6	[557, 466]	-1	1	0	1	169	[235, 758]	16	1	0	1	22	[216, 483]	-17	16	5	169	129	141	102	73	35	6	22
6	8	collaborate	contingent	2.31	342.661095279	130698.972712	123868.244527	132384.386187	135508.341791	142571.326465	None	7062.98467406	4	4	5	78	0	1	1	51	[1459, 737]	27	0	1	1	134	[922, 272]	-56	1	0	1	91	[385, 323]	-13	0	1	1	2	[777, 199]	76	0	1	1	159	[1237, 304]	-81	1	0	1	28	[567, 262]	50	1	0	1	66	[332, 745]	12	1	0	1	148	[1150, 544]	-70	50	78	28	51	134	91	2	159	66	148
7	8	collaborate	contingent	50.55	381.186605467	151973.466518	148700.152589	153409.102388	156515.449642	163579.864536	None	7064.41489438	4	4	7	107	1	0	1	60	[219, 601]	47	0	1	1	166	[631, 791]	-59	0	1	1	78	[1413, 605]	29	1	0	1	49	[391, 334]	58	0	1	1	3	[982, 636]	-76	0	1	1	93	[979, 830]	14	1	0	1	111	[490, 708]	-4	1	0	1	127	[596, 145]	-20	-20	107	127	60	166	78	49	3	93	111
8	8	collaborate	contingent	74.9	468.551039369	172530.686509	168639.655589	174066.384288	177172.681326	184254.022082	None	7081.3407564	4	4	6	14	0	1	1	101	[1499, 522]	-87	1	0	1	29	[488, 153]	-15	0	1	1	62	[358, 904]	-48	1	0	1	50	[1225, 315]	-36	1	0	1	141	[461, 349]	53	0	1	1	125	[532, 859]	69	1	0	1	1	[1098, 154]	13	0	1	1	159	[975, 693]	35	13	14	1	101	29	62	50	141	125	159
9	8	collaborate	contingent	71.53	551.327043498	196527.902675	189530.353329	197614.152437	200735.5258	207782.856856	None	7047.33105568	4	4	7	56	0	1	1	61	[1156, 513]	-5	1	0	1	32	[1296, 835]	24	1	0	1	112	[915, 914]	-56	1	0	1	97	[473, 311]	-41	0	1	1	6	[1366, 261]	50	0	1	1	130	[639, 602]	-74	0	1	1	17	[909, 763]	39	1	0	1	42	[494, 531]	14	14	56	42	61	32	112	97	6	130	17
10	8	collaborate	contingent	87.05	641.863047628	219506.669658	212909.594462	220742.002844	223864.495239	230878.279528	None	7013.78428891	4	4	7	58	0	1	1	64	[866, 127]	-6	0	1	1	166	[1190, 360]	72	0	1	1	84	[1021, 763]	-26	1	0	1	114	[659, 731]	-56	0	1	1	96	[541, 146]	-38	1	0	1	30	[220, 873]	28	1	0	1	139	[797, 792]	-81	1	0	1	49	[391, 549]	9	9	58	49	64	166	84	114	96	30	139
