trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	2.55	1.78307097797	51357.339712	23769.4916286	52609.6451183	55748.7241873	61327.1747095	None	5578.45052215	2	6	4	29	0	1	1	97	[1342, 758]	-68	0	1	1	173	[1175, 237]	36	0	1	1	59	[749, 665]	-30	0	1	1	153	[316, 236]	56	1	0	1	78	[1274, 107]	-49	0	1	1	34	[1101, 808]	-5	0	1	1	107	[1441, 363]	-78	1	0	1	13	[1060, 350]	16	-49	29	78	97	173	59	153	34	107	13
2	8	collaborate	contingent	1.92	43.3933788746	79697.0997276	70394.1715987	80948.4393172	84094.062115	91169.9342548	None	7075.8721398	4	4	1	134	0	1	1	54	[370, 787]	80	1	0	1	6	[1485, 755]	-52	0	1	1	117	[1091, 856]	17	1	0	1	72	[328, 482]	62	1	0	1	17	[898, 150]	-63	0	1	1	97	[228, 263]	37	1	0	1	128	[1203, 249]	6	0	1	1	171	[628, 862]	-37	-52	134	6	54	117	72	17	97	128	171
3	8	collaborate	contingent	1.13	81.409098628	103460.865364	100369.551154	104894.790858	108017.946963	115031.95552	None	7014.0085571	4	4	4	15	1	0	1	99	[1085, 928]	-84	0	1	1	157	[532, 840]	38	0	1	1	37	[275, 669]	-22	1	0	1	143	[547, 177]	52	1	0	1	77	[1386, 824]	-62	1	0	1	177	[1349, 385]	18	0	1	1	58	[395, 401]	-43	0	1	1	120	[372, 173]	75	-62	15	77	99	157	37	143	177	58	120
4	8	collaborate	contingent	17.84	120.852366284	126738.490929	122496.184932	127840.717219	130962.991811	136891.424977	None	5928.43316677	4	4	5	121	0	1	1	123	[1139, 926]	-2	1	0	1	87	[610, 802]	34	0	1	1	52	[175, 316]	69	0	1	1	174	[240, 780]	-53	0	1	1	66	[1303, 837]	55	1	0	1	153	[498, 116]	-32	1	0	1	25	[577, 547]	-84	1	0	1	102	[762, 885]	19	-32	121	153	123	87	52	174	66	25	102
5	8	collaborate	contingent	6.4	173.966800186	149616.89919	147261.519334	150968.601245	154091.469988	157181.128565	None	3089.65857739	4	4	0	142	1	0	1	3	[792, 124]	-41	0	1	1	140	[375, 675]	2	0	1	1	38	[690, 943]	-76	1	0	1	168	[1499, 162]	-26	0	1	1	120	[988, 629]	22	1	0	1	24	[780, 305]	-62	1	0	1	108	[960, 301]	34	0	1	1	158	[280, 251]	-16	-41	142	3	140	38	168	120	24	108	158
6	8	collaborate	contingent	37.55	241.977008652	172444.83574	168570.011447	173629.694153	176753.429749	179925.623318	None	3172.19356946	4	4	6	161	1	0	1	150	[1126, 113]	11	0	1	1	26	[470, 485]	-45	0	1	1	58	[523, 921]	-77	1	0	1	45	[744, 929]	-64	0	1	1	112	[1162, 866]	49	1	0	1	73	[927, 246]	88	1	0	1	5	[751, 113]	-24	0	1	1	102	[1344, 912]	59	-24	161	5	150	26	58	45	112	73	102
7	8	collaborate	contingent	71.53	327.400630699	195239.346602	189243.868164	196508.504135	199630.956129	206694.89466	None	7063.93853081	4	4	6	19	0	1	1	87	[468, 696]	-68	1	0	1	99	[1016, 404]	-80	1	0	1	57	[1492, 742]	-38	0	1	1	35	[624, 150]	-16	0	1	1	150	[597, 796]	49	0	1	1	110	[258, 862]	89	1	0	1	5	[1314, 396]	14	1	0	1	20	[708, 312]	-1	14	19	5	87	99	57	35	150	110	20
8	8	collaborate	contingent	91.95	402.134829797	215746.294068	212339.017418	217015.615808	220137.771643	227168.059434	None	7030.28779138	4	4	4	134	0	1	1	28	[671, 472]	-74	1	0	1	49	[697, 194]	85	0	1	1	71	[276, 504]	63	1	0	1	10	[1070, 833]	-56	1	0	1	141	[1113, 642]	-7	0	1	1	102	[428, 382]	32	1	0	1	163	[967, 188]	-29	0	1	1	81	[282, 268]	53	-7	134	141	28	49	71	10	102	163	81
9	8	collaborate	contingent	99.83	452.550598587	237205.069823	233531.30474	238473.624408	241596.570856	248677.926342	None	7081.35548615	4	4	0	131	1	0	1	130	[842, 304]	1	1	0	1	75	[652, 225]	56	0	1	1	13	[545, 511]	-62	0	1	1	49	[175, 345]	82	0	1	1	89	[198, 516]	42	0	1	1	63	[448, 834]	68	1	0	1	101	[1380, 216]	30	1	0	1	148	[969, 631]	-17	1	131	130	75	13	49	89	63	101	148
10	8	collaborate	contingent	11.52	461.15040818	258296.507556	254221.214173	259548.149536	262671.274486	269735.041112	None	7063.76662643	4	4	2	126	0	1	1	105	[331, 225]	21	1	0	1	29	[1093, 444]	-83	1	0	1	90	[746, 211]	36	1	0	1	118	[1352, 567]	8	0	1	1	0	[187, 437]	-54	0	1	1	80	[915, 771]	46	1	0	1	143	[1371, 340]	-17	0	1	1	50	[501, 785]	76	36	126	90	105	29	118	0	80	143	50
