trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	1.77	45.6965792704	22426.0554088	15294.487419	23694.640705	26817.955731	33916.2120377	None	7098.25630665	4	4	0	39	1	0	1	92	[1214, 916]	-53	0	1	1	174	[717, 224]	45	0	1	1	5	[926, 833]	34	1	0	1	31	[1156, 463]	8	1	0	1	164	[1426, 174]	55	0	1	1	151	[537, 780]	68	0	1	1	109	[289, 798]	-70	1	0	1	80	[1198, 685]	-41	-53	39	92	174	5	31	164	151	109	80
2	8	collaborate	contingent	81.3	86.8466544259	46491.8749578	41264.0237341	47760.5797454	50883.6418604	57948.2093165	None	7064.56745614	4	4	3	3	0	1	1	58	[836, 832]	-55	0	1	1	163	[1369, 840]	20	1	0	1	73	[1258, 711]	-70	1	0	1	14	[1500, 380]	-11	1	0	1	38	[1154, 545]	-35	1	0	1	111	[1357, 567]	72	0	1	1	134	[394, 208]	49	0	1	1	98	[380, 505]	85	-11	3	14	58	163	73	38	111	134	98
3	8	collaborate	contingent	6.4	95.1808404052	67935.6275419	64879.8617566	69204.9187899	72327.5194338	79425.64452	None	7098.12508614	3	5	1	140	1	0	1	12	[1288, 511]	-52	1	0	1	1	[1497, 535]	-41	0	1	1	33	[666, 853]	-73	0	1	1	159	[707, 147]	-19	0	1	1	82	[323, 553]	58	0	1	1	56	[603, 280]	84	1	0	1	129	[1328, 731]	11	0	1	1	99	[836, 885]	41	-41	140	1	12	33	159	82	56	129	99
4	8	collaborate	contingent	94.02	160.963992376	91049.319486	84635.7908712	92651.9071692	95775.4549466	100735.560979	None	4960.10603204	4	4	6	93	1	0	1	103	[1035, 232]	-10	0	1	1	151	[199, 521]	-58	0	1	1	77	[725, 221]	16	0	1	1	125	[594, 349]	-32	0	1	1	22	[854, 854]	71	1	0	1	177	[1391, 278]	-84	1	0	1	87	[923, 107]	6	1	0	1	165	[1099, 561]	-72	6	93	87	103	151	77	125	22	177	165
5	8	collaborate	contingent	57.52	238.959200842	112309.717062	107816.471986	113645.127321	116768.184304	119006.019649	None	2237.83534538	4	4	1	91	1	0	1	148	[966, 748]	-57	1	0	1	73	[1323, 319]	18	0	1	1	125	[688, 913]	-34	0	1	1	87	[330, 610]	4	0	1	1	179	[310, 436]	-88	1	0	1	9	[1399, 656]	82	1	0	1	46	[1083, 369]	45	0	1	1	113	[180, 750]	-22	18	91	73	148	125	87	179	9	46	113
6	8	collaborate	contingent	68.08	288.869276755	128409.154353	125069.155409	129677.479041	132801.024253	137477.326342	None	4676.30208868	4	4	2	39	0	1	1	123	[604, 179]	-84	1	0	1	65	[1371, 725]	-26	1	0	1	54	[1205, 935]	-15	0	1	1	113	[891, 262]	-74	1	0	1	25	[1363, 337]	14	0	1	1	145	[433, 197]	74	1	0	1	87	[1020, 443]	-48	0	1	1	12	[425, 626]	27	-15	39	54	123	65	113	25	145	87	12
7	8	collaborate	contingent	95.81	339.975401264	147348.161007	143873.683763	148616.281533	151722.79227	154778.986538	None	3056.19426794	4	4	4	137	1	0	1	22	[955, 757]	-65	1	0	1	56	[1507, 253]	81	1	0	1	0	[1054, 191]	-43	0	1	1	43	[603, 325]	-86	1	0	1	132	[884, 260]	5	0	1	1	69	[346, 837]	68	0	1	1	11	[599, 845]	-54	0	1	1	90	[279, 183]	47	5	137	132	22	56	0	43	69	11	90
8	8	collaborate	contingent	64.57	392.581515718	164833.848441	160023.184245	166686.77004	169809.905829	172632.271376	None	2822.36554662	4	4	4	37	1	0	1	140	[1485, 190]	77	1	0	1	35	[1103, 833]	2	1	0	1	17	[1142, 192]	20	0	1	1	117	[1042, 680]	-80	1	0	1	53	[1292, 450]	-16	0	1	1	102	[663, 863]	-65	0	1	1	168	[335, 226]	49	0	1	1	90	[935, 284]	-53	-16	37	53	140	35	17	117	102	168	90
9	8	collaborate	contingent	99.83	443.214434496	185927.516795	180130.750977	187195.207739	190318.397409	192539.58351	None	2221.18610148	4	4	0	80	1	0	1	79	[1238, 299]	1	1	0	1	109	[954, 675]	-29	0	1	1	170	[302, 760]	90	1	0	1	136	[998, 899]	-56	1	0	1	41	[1190, 885]	39	0	1	1	24	[294, 273]	56	0	1	1	51	[542, 445]	29	0	1	1	124	[562, 820]	-44	1	80	79	109	170	136	41	24	51	124
10	8	collaborate	contingent	34.58	465.074677783	204181.012465	197633.099751	205449.532884	208573.158368	211160.864619	None	2587.70625079	4	4	2	40	0	1	1	127	[273, 433]	-87	0	1	1	92	[530, 485]	-52	1	0	1	15	[786, 115]	25	1	0	1	154	[894, 697]	66	0	1	1	44	[499, 252]	-4	1	0	1	142	[1467, 168]	78	1	0	1	25	[1424, 882]	15	0	1	1	66	[674, 538]	-26	25	40	15	127	92	154	44	142	25	66
11	8	collaborate	contingent	81.3	507.308152667	221933.135085	216822.552481	223201.886057	226325.277689	228162.054767	None	1836.77707761	4	4	2	113	1	0	1	21	[1134, 432]	-88	1	0	1	167	[1369, 515]	-54	1	0	1	124	[600, 160]	-11	0	1	1	31	[414, 147]	82	0	1	1	67	[439, 530]	46	0	1	1	141	[301, 444]	-28	0	1	1	106	[1024, 776]	7	1	0	1	151	[612, 785]	-38	-11	113	124	21	167	31	67	141	106	151
12	8	collaborate	contingent	99.83	602.034731938	237565.828713	234491.853332	239501.694871	242625.587193	245514.618991	None	2889.03179788	4	4	3	150	0	1	1	129	[312, 873]	21	1	0	1	24	[1242, 911]	-54	0	1	1	65	[1005, 340]	85	1	0	1	151	[1417, 541]	-1	1	0	1	107	[1090, 612]	43	1	0	1	49	[1267, 275]	-79	0	1	1	76	[561, 815]	74	0	1	1	161	[596, 551]	-11	-1	150	151	129	24	65	107	49	76	161
13	8	collaborate	contingent	61.05	680.464370052	257656.215087	253330.076035	258924.770694	262048.846286	264787.005651	None	2738.15936475	4	4	4	80	1	0	1	4	[953, 275]	76	1	0	1	21	[1435, 422]	59	0	1	1	157	[366, 881]	-77	0	1	1	54	[233, 254]	26	1	0	1	97	[1339, 832]	-17	0	1	1	169	[193, 915]	-89	1	0	1	109	[1336, 220]	-29	0	1	1	71	[1188, 813]	9	-17	80	97	4	21	157	54	169	109	71
14	8	collaborate	contingent	1.0	730.878803954	276427.894695	271684.2303	277696.193359	280819.652434	285462.632943	None	4642.98050899	5	3	4	62	1	0	1	71	[1104, 928]	-9	1	0	1	43	[1012, 331]	19	1	0	1	11	[1307, 739]	51	0	1	1	101	[558, 364]	-39	1	0	1	141	[1133, 564]	-79	1	0	1	169	[755, 803]	73	0	1	1	60	[537, 698]	2	0	1	1	90	[657, 207]	-28	-79	62	141	71	43	11	101	169	60	90
15	8	collaborate	contingent	91.95	818.98968368	294865.517669	291792.00999	296133.76685	299257.670902	302246.767504	None	2989.09660176	4	4	1	40	0	1	1	125	[207, 424]	-85	1	0	1	47	[589, 711]	-7	0	1	1	68	[287, 651]	-28	1	0	1	145	[985, 923]	75	0	1	1	165	[198, 151]	55	1	0	1	20	[911, 263]	20	1	0	1	35	[1488, 801]	5	0	1	1	177	[590, 422]	43	-7	40	47	125	68	145	165	20	35	177
16	8	collaborate	contingent	98.47	893.502063851	315608.433594	308877.038316	316876.136634	319999.640793	326045.292702	None	6045.65190937	5	3	7	68	1	0	1	114	[1346, 786]	-46	0	1	1	176	[470, 543]	72	1	0	1	160	[810, 235]	88	1	0	1	127	[1489, 686]	-59	0	1	1	9	[547, 355]	59	1	0	1	81	[1360, 432]	-13	0	1	1	44	[442, 846]	24	1	0	1	71	[864, 913]	-3	-3	68	71	114	176	160	127	9	81	44
17	8	collaborate	contingent	16.04	905.584643063	338554.583335	331456.145958	339822.94211	342929.640881	347306.197933	None	4376.55705233	5	3	3	21	1	0	1	122	[666, 695]	79	1	0	1	81	[1366, 313]	-60	0	1	1	150	[619, 306]	51	1	0	1	54	[1136, 605]	-33	0	1	1	162	[291, 213]	39	1	0	1	177	[596, 933]	24	1	0	1	38	[1322, 639]	-17	0	1	1	13	[438, 931]	8	-33	21	54	122	81	150	162	177	38	13
18	8	collaborate	contingent	74.9	955.087761193	358612.107035	355689.023514	359881.322776	363003.950544	364707.386322	None	1703.43577819	4	4	1	21	0	1	1	125	[814, 263]	76	1	0	1	8	[1487, 506]	13	0	1	1	136	[454, 212]	65	1	0	1	96	[1011, 441]	-75	1	0	1	112	[1345, 217]	89	1	0	1	71	[1295, 614]	-50	0	1	1	151	[319, 505]	50	0	1	1	22	[1054, 677]	-1	13	21	8	125	136	96	112	71	151	22
19	8	collaborate	contingent	31.74	1020.19296966	374862.009169	370886.735072	376130.4955	379254.944594	381675.313536	None	2420.36894223	5	3	0	49	1	0	1	75	[1427, 283]	-26	1	0	1	35	[868, 850]	14	0	1	1	50	[571, 348]	-1	0	1	1	93	[468, 662]	-44	1	0	1	113	[924, 369]	-64	1	0	1	165	[1117, 161]	64	1	0	1	127	[1235, 519]	-78	0	1	1	7	[453, 498]	42	-26	49	75	35	50	93	113	165	127	7
20	8	collaborate	contingent	98.47	1075.18600862	392298.517135	386368.208422	393566.151266	396689.859587	400346.95913	None	3657.09954285	5	3	4	132	1	0	1	155	[847, 122]	-23	1	0	1	33	[890, 688]	-81	0	1	1	54	[184, 420]	78	0	1	1	67	[223, 273]	65	1	0	1	129	[615, 334]	3	0	1	1	103	[646, 784]	29	1	0	1	116	[1417, 367]	16	1	0	1	12	[1141, 881]	-60	3	132	129	155	33	54	67	103	116	12
21	8	collaborate	contingent	97.3	1124.33619309	414409.076647	405340.420463	415678.711708	418801.240877	423645.580728	None	4844.33985086	5	3	0	114	1	0	1	110	[1435, 186]	4	0	1	1	0	[505, 315]	-66	1	0	1	140	[584, 134]	-26	0	1	1	86	[482, 579]	28	1	0	1	27	[646, 937]	87	1	0	1	64	[696, 792]	50	1	0	1	49	[1115, 359]	65	0	1	1	74	[1000, 880]	40	4	114	110	0	140	86	27	64	49	74
22	8	collaborate	contingent	57.52	1185.38346945	433464.984283	428555.345733	434733.292843	437857.19323	443184.383146	None	5327.1899164	4	4	3	31	0	1	1	164	[1047, 822]	47	0	1	1	66	[194, 289]	-35	0	1	1	149	[405, 511]	62	1	0	1	49	[1408, 545]	-18	1	0	1	27	[1401, 253]	4	1	0	1	79	[1203, 780]	-48	1	0	1	115	[1182, 462]	-84	0	1	1	11	[438, 156]	20	-18	31	49	164	66	149	27	79	115	11
23	8	collaborate	contingent	2.31	1236.1970915	452520.308757	448044.186125	453621.952239	456745.285225	460336.055731	None	3590.77050632	4	4	5	34	0	1	1	5	[475, 616]	29	0	1	1	64	[181, 726]	-30	1	0	1	145	[1450, 129]	69	1	0	1	82	[1142, 641]	-48	0	1	1	109	[448, 250]	-75	1	0	1	164	[1233, 353]	50	0	1	1	124	[922, 889]	90	1	0	1	45	[883, 105]	-11	50	34	164	5	64	145	82	109	124	45
24	8	collaborate	contingent	84.27	1285.53118802	469922.493395	465746.886262	471191.365324	474314.417176	477304.15925	None	2989.74207472	4	4	0	17	1	0	1	27	[579, 238]	-10	0	1	1	102	[709, 851]	-85	0	1	1	87	[307, 611]	-70	0	1	1	175	[1209, 678]	22	1	0	1	74	[1402, 195]	-57	1	0	1	158	[1095, 322]	39	0	1	1	12	[537, 850]	5	1	0	1	50	[1112, 943]	-33	-10	17	27	102	87	175	74	158	12	50
25	8	collaborate	contingent	81.3	1326.68251615	485771.520897	482264.042794	487692.063945	490815.822115	494272.570295	None	3456.74817977	3	5	1	34	0	1	1	87	[606, 612]	-53	1	0	1	23	[1353, 756]	11	0	1	1	144	[205, 371]	70	0	1	1	130	[1080, 871]	84	0	1	1	56	[1238, 914]	-22	0	1	1	45	[531, 436]	-11	1	0	1	158	[889, 231]	56	1	0	1	114	[974, 364]	-80	11	34	23	87	144	130	56	45	158	114
