trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	87.05	44.033070978	13270.5367998	9328.99271734	14454.8160898	17577.9417732	24641.8630769	None	7063.92130372	4	4	3	20	1	0	1	149	[1115, 152]	51	0	1	1	111	[318, 640]	89	0	1	1	177	[1023, 857]	23	1	0	1	29	[910, 233]	-9	0	1	1	121	[1283, 891]	79	1	0	1	81	[1112, 339]	-61	0	1	1	18	[688, 730]	2	1	0	1	48	[409, 185]	-28	-9	20	29	149	111	177	121	81	18	48
2	8	collaborate	contingent	1.16	45.1153338807	32608.1558912	29685.9512341	34177.304884	37301.3293083	44414.0054782	None	7112.67616991	4	4	4	91	1	0	1	117	[866, 198]	-26	0	1	1	141	[247, 648]	-50	0	1	1	100	[193, 929]	-9	0	1	1	77	[611, 687]	14	1	0	1	30	[589, 125]	61	1	0	1	170	[1167, 937]	-79	1	0	1	15	[1235, 144]	76	0	1	1	88	[624, 487]	3	61	91	30	117	141	100	77	170	15	88
3	8	collaborate	contingent	16.04	54.4125735129	53014.5334336	50709.5241254	54349.9745809	57472.7949415	64503.4565974	None	7030.6616559	5	3	4	126	1	0	1	38	[570, 138]	88	1	0	1	128	[1065, 281]	-2	0	1	1	149	[624, 376]	-23	1	0	1	73	[1172, 134]	53	1	0	1	93	[1355, 639]	33	0	1	1	18	[306, 850]	-72	0	1	1	56	[662, 706]	70	1	0	1	170	[1044, 532]	-44	33	126	93	38	128	149	73	18	56	170
4	8	collaborate	contingent	84.27	97.0578742896	73922.1504101	69229.5656464	75024.7743893	78148.0697778	85244.0301716	None	7095.96039382	4	4	1	88	1	0	1	23	[549, 130]	65	1	0	1	78	[786, 238]	10	0	1	1	144	[1366, 725]	-56	1	0	1	128	[757, 830]	-40	1	0	1	116	[1022, 916]	-28	0	1	1	36	[222, 817]	52	0	1	1	168	[1419, 933]	-80	0	1	1	53	[210, 495]	35	10	88	78	23	144	128	116	36	168	53
5	8	collaborate	contingent	99.83	162.842950202	93543.9864441	90053.3284755	94645.3667739	97768.640537	104832.458845	None	7063.81830771	4	4	4	21	0	1	1	75	[1126, 481]	-54	0	1	1	37	[470, 852]	-16	1	0	1	9	[216, 760]	12	0	1	1	176	[1042, 635]	25	1	0	1	20	[781, 136]	1	1	0	1	149	[378, 195]	52	0	1	1	90	[508, 687]	-69	1	0	1	122	[234, 259]	79	1	21	20	75	37	9	176	149	90	122
6	8	collaborate	contingent	31.74	179.673088576	112764.929748	109691.763361	114033.477735	117157.852933	124187.219258	None	7029.36632529	4	4	6	136	0	1	1	105	[398, 667]	31	0	1	1	2	[1340, 350]	-46	1	0	1	95	[269, 344]	41	0	1	1	120	[1078, 676]	16	1	0	1	40	[441, 366]	-84	0	1	1	82	[537, 856]	54	1	0	1	162	[502, 536]	-26	1	0	1	136	[654, 218]	0	-26	136	162	105	2	95	120	40	82	136
7	8	collaborate	contingent	89.62	258.521765676	139801.294671	129214.21191	141053.067137	144176.146637	151206.643353	None	7030.49671567	5	3	4	66	1	0	1	12	[1139, 482]	54	0	1	1	105	[1507, 782]	-39	0	1	1	84	[1303, 149]	-18	0	1	1	155	[701, 791]	-89	1	0	1	74	[181, 378]	-8	1	0	1	120	[884, 734]	-54	1	0	1	31	[892, 310]	35	1	0	1	44	[284, 558]	22	-8	66	74	12	105	84	155	120	31	44
8	8	collaborate	contingent	99.83	354.413350902	161377.7025	156850.911258	162712.222548	165835.417506	172865.703465	None	7030.28595871	4	4	6	6	1	0	1	47	[1389, 697]	-41	0	1	1	142	[882, 354]	44	1	0	1	111	[1455, 423]	75	0	1	1	29	[490, 470]	-23	0	1	1	172	[1076, 738]	14	1	0	1	154	[1372, 290]	32	1	0	1	7	[1195, 460]	-1	0	1	1	72	[634, 825]	-66	-1	6	7	47	142	111	29	172	154	72
9	8	collaborate	contingent	100.0	441.864070655	182936.278824	178126.094608	184204.476405	187327.378502	194341.924031	None	7014.54552918	4	4	6	67	0	1	1	98	[211, 487]	-31	0	1	1	21	[493, 158]	46	0	1	1	119	[458, 874]	-52	1	0	1	11	[1349, 673]	56	0	1	1	178	[327, 640]	69	1	0	1	77	[1425, 917]	-10	1	0	1	67	[968, 824]	0	1	0	1	87	[850, 223]	-20	0	67	67	98	21	119	11	178	77	87
10	8	collaborate	contingent	1.0	461.137222626	205262.968609	199534.639464	206532.471783	209654.520957	216668.319856	None	7013.79889974	4	4	3	55	0	1	1	37	[362, 550]	18	1	0	1	47	[1244, 172]	8	1	0	1	4	[1400, 854]	51	1	0	1	154	[1453, 586]	81	1	0	1	122	[942, 244]	-67	0	1	1	166	[321, 785]	69	0	1	1	69	[522, 368]	-14	0	1	1	83	[514, 586]	-28	81	55	154	37	47	4	122	166	69	83
11	8	collaborate	contingent	10.27	500.310899727	227022.503712	221729.427646	228274.489501	231397.287503	238478.586909	None	7081.29940647	4	4	7	138	0	1	1	132	[485, 189]	6	1	0	1	7	[1122, 368]	-49	1	0	1	118	[1037, 145]	20	1	0	1	70	[815, 180]	68	0	1	1	95	[522, 457]	43	0	1	1	147	[678, 796]	-9	0	1	1	164	[1039, 922]	-26	1	0	1	175	[788, 337]	-37	-37	138	175	132	7	118	70	95	147	164
12	8	collaborate	contingent	1.2	521.232014181	247612.797309	243554.67787	248881.291783	251987.522455	259001.308526	None	7013.78607105	4	4	2	48	0	1	1	9	[502, 109]	39	0	1	1	155	[446, 252]	73	1	0	1	108	[884, 325]	-60	1	0	1	61	[1505, 438]	-13	0	1	1	142	[186, 643]	86	1	0	1	170	[1469, 232]	58	0	1	1	32	[975, 827]	16	1	0	1	98	[1436, 656]	-50	-60	48	108	9	155	61	142	170	32	98
13	8	collaborate	contingent	1.0	532.664027104	270223.928356	264345.231999	271559.654666	274682.159075	281779.249859	None	7097.0907842	4	4	2	58	1	0	1	91	[990, 168]	-33	0	1	1	168	[1289, 857]	70	1	0	1	144	[625, 339]	-86	0	1	1	41	[326, 786]	17	1	0	1	24	[1255, 305]	34	0	1	1	128	[455, 237]	-70	1	0	1	80	[1440, 791]	-22	0	1	1	111	[912, 729]	-53	-86	58	144	91	168	41	24	128	80	111
14	8	collaborate	contingent	57.52	575.947421942	293552.925105	288458.965253	294821.382192	297944.807333	304975.157435	None	7030.35010213	4	4	5	134	0	1	1	56	[710, 801]	78	1	0	1	167	[1225, 308]	-33	1	0	1	72	[1311, 783]	62	0	1	1	105	[205, 884]	29	0	1	1	3	[476, 617]	-49	1	0	1	152	[770, 285]	-18	1	0	1	117	[325, 183]	17	0	1	1	139	[689, 636]	-5	-18	134	152	56	167	72	105	3	117	139
15	8	collaborate	contingent	1.53	577.213003827	314578.122108	309717.416699	315845.758159	318969.385627	326082.841414	None	7113.4557874	4	4	3	13	1	0	1	7	[1387, 708]	6	0	1	1	26	[271, 827]	-13	0	1	1	39	[320, 131]	-26	1	0	1	138	[1402, 329]	55	1	0	1	163	[608, 444]	30	1	0	1	114	[781, 927]	79	0	1	1	72	[444, 842]	-59	0	1	1	91	[1268, 585]	-78	55	13	138	7	26	39	163	114	72	91
16	8	collaborate	contingent	57.52	650.784583097	337255.265534	331794.070289	338523.552915	341646.720017	348743.935423	None	7097.21540571	4	4	0	133	1	0	1	115	[507, 372]	18	0	1	1	62	[378, 126]	71	1	0	1	155	[838, 830]	-22	1	0	1	89	[1044, 923]	44	0	1	1	52	[651, 622]	81	0	1	1	0	[381, 679]	-47	0	1	1	19	[450, 815]	-66	1	0	1	129	[1236, 445]	4	18	133	115	62	155	89	52	0	19	129
17	8	collaborate	contingent	37.55	694.836963268	360517.527832	353603.49578	361770.208569	364909.023367	371989.534726	None	7080.5113587	4	4	4	87	0	1	1	139	[358, 798]	-52	0	1	1	152	[1223, 675]	-65	1	0	1	30	[1201, 297]	57	0	1	1	17	[1361, 885]	70	1	0	1	111	[915, 856]	-24	1	0	1	62	[560, 700]	25	1	0	1	84	[1447, 106]	3	0	1	1	73	[1069, 481]	14	-24	87	111	139	152	30	17	62	84	73
18	8	collaborate	contingent	98.47	793.307171734	382744.707343	376782.253604	384012.874868	387136.015946	394199.906461	None	7063.89051487	4	4	0	55	1	0	1	52	[1107, 496]	3	0	1	1	19	[546, 596]	36	1	0	1	0	[1489, 266]	55	0	1	1	71	[934, 319]	-16	0	1	1	34	[747, 287]	21	0	1	1	90	[322, 932]	-35	1	0	1	118	[1171, 270]	-63	1	0	1	157	[1342, 210]	78	3	55	52	19	0	71	34	90	118	157
19	8	collaborate	contingent	5.04	837.96305146	401648.940479	399310.039252	402901.670698	406023.716939	413036.774341	None	7013.05740177	4	4	5	58	1	0	1	37	[995, 232]	21	0	1	1	179	[227, 877]	59	0	1	1	72	[176, 567]	-14	0	1	1	113	[1027, 886]	-55	1	0	1	53	[1103, 543]	5	1	0	1	15	[1172, 296]	43	1	0	1	96	[1349, 835]	-38	0	1	1	148	[627, 710]	90	43	58	15	37	179	72	113	53	96	148
20	8	collaborate	contingent	94.02	911.979954616	422889.919989	417796.0635	424159.331164	427281.601724	434378.405145	None	7096.80342167	4	4	6	109	0	1	1	135	[307, 438]	-26	1	0	1	157	[1435, 616]	-48	1	0	1	28	[575, 208]	81	0	1	1	71	[184, 631]	38	0	1	1	122	[496, 760]	-13	1	0	1	59	[1283, 492]	50	1	0	1	103	[1422, 344]	6	0	1	1	85	[1129, 869]	24	6	109	103	135	157	28	71	122	59	85
21	8	collaborate	contingent	40.64	981.535163082	441793.526719	439638.906248	443379.353002	446503.205888	453532.83062	None	7029.62473165	4	4	2	109	1	0	1	23	[834, 225]	86	0	1	1	52	[367, 140]	57	1	0	1	132	[1093, 190]	-23	0	1	1	155	[287, 465]	-46	1	0	1	113	[1246, 359]	-4	0	1	1	90	[1069, 742]	19	1	0	1	73	[954, 402]	36	0	1	1	100	[1363, 888]	9	-23	109	132	23	52	155	113	90	73	100
22	8	collaborate	contingent	81.3	1022.70613726	466107.745557	458409.036379	467359.892987	470482.639674	477546.57344	None	7063.93376587	4	4	4	143	0	1	1	0	[472, 890]	-37	0	1	1	20	[225, 597]	-57	1	0	1	41	[565, 424]	-78	0	1	1	115	[206, 396]	28	1	0	1	154	[1097, 230]	-11	1	0	1	66	[1174, 409]	77	1	0	1	144	[689, 682]	-1	0	1	1	77	[410, 640]	66	-11	143	154	0	20	41	115	66	144	77
23	8	collaborate	contingent	89.62	1072.08638055	484627.604544	482339.134709	485963.359077	489085.805574	496099.559756	None	7013.75418261	4	4	6	5	1	0	1	148	[1417, 388]	37	0	1	1	84	[392, 127]	-79	0	1	1	132	[778, 720]	53	0	1	1	99	[332, 848]	86	1	0	1	31	[975, 414]	-26	0	1	1	71	[274, 573]	-66	1	0	1	177	[1106, 333]	8	1	0	1	7	[1026, 575]	-2	8	5	177	148	84	132	99	31	71	7
24	8	collaborate	contingent	71.53	1157.08658901	511430.469446	502696.934787	512698.430245	515821.533937	522938.729103	None	7117.19516571	4	4	6	6	0	1	1	99	[1474, 155]	87	1	0	1	115	[987, 609]	71	0	1	1	70	[1267, 394]	-64	1	0	1	48	[1144, 597]	-42	0	1	1	172	[240, 642]	14	0	1	1	7	[1171, 824]	-1	1	0	1	20	[1280, 705]	-14	1	0	1	85	[1443, 459]	-79	-14	6	20	99	115	70	48	172	7	85
25	8	collaborate	contingent	5.68	1165.68462798	530618.348831	527812.669316	531952.943652	535075.87104	542190.227035	None	7114.35599453	4	4	0	73	1	0	1	31	[1298, 248]	42	1	0	1	20	[736, 678]	53	1	0	1	156	[1070, 576]	-83	0	1	1	4	[867, 925]	69	1	0	1	108	[1149, 411]	-35	0	1	1	95	[278, 916]	-22	0	1	1	73	[264, 217]	0	0	1	1	141	[471, 584]	-68	42	73	31	20	156	4	108	95	73	141
