trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	1.02	44.0372769076	18132.8081073	14161.8746568	19403.2937935	22524.6284943	24912.7134815	None	2388.08498722	4	4	6	89	0	1	1	149	[1115, 152]	-60	1	0	1	111	[318, 640]	-22	1	0	1	177	[1023, 857]	-88	0	1	1	29	[910, 233]	60	1	0	1	121	[1283, 891]	-32	0	1	1	81	[1112, 339]	8	1	0	1	18	[688, 730]	71	0	1	1	48	[409, 185]	41	71	89	18	149	111	177	29	121	81	48
2	8	collaborate	contingent	1.0	45.1164797103	37871.8572022	34498.0038281	39123.6985113	42246.8431821	48409.225129	None	6162.38194692	4	4	7	12	0	1	1	117	[866, 198]	75	1	0	1	141	[247, 648]	51	1	0	1	100	[193, 929]	-88	1	0	1	77	[611, 687]	-65	0	1	1	30	[589, 125]	-18	0	1	1	170	[1167, 937]	22	0	1	1	15	[1235, 144]	-3	1	0	1	88	[624, 487]	-76	-76	12	88	117	141	100	77	30	170	15
3	8	collaborate	contingent	2.55	54.4139127233	58045.2763741	55656.4689384	59314.2867406	62437.0348161	65860.6286439	None	3423.59382777	3	5	5	67	0	1	1	38	[570, 138]	29	0	1	1	128	[1065, 281]	-61	1	0	1	149	[624, 376]	-82	0	1	1	73	[1172, 134]	-6	0	1	1	93	[1355, 639]	-26	1	0	1	18	[306, 850]	49	1	0	1	56	[662, 706]	11	0	1	1	170	[1044, 532]	77	49	67	18	38	128	149	73	93	56	170
4	8	collaborate	contingent	1.02	97.0597924495	78702.4868211	73810.2375833	79972.1419298	83094.2786181	85599.0091715	None	2504.73055345	4	4	7	123	0	1	1	23	[549, 130]	-80	0	1	1	78	[786, 238]	45	1	0	1	144	[1366, 725]	-21	0	1	1	128	[757, 830]	-5	0	1	1	116	[1022, 916]	7	1	0	1	36	[222, 817]	87	1	0	1	168	[1419, 933]	-45	1	0	1	53	[210, 495]	70	70	123	53	23	78	144	128	116	36	168
5	8	collaborate	contingent	31.74	162.844226352	98324.8540625	94934.1875405	99593.0869995	102716.295448	105305.044458	None	2588.74900943	4	4	0	49	1	0	1	75	[1126, 481]	-26	1	0	1	37	[470, 852]	12	0	1	1	9	[216, 760]	40	1	0	1	176	[1042, 635]	53	0	1	1	20	[781, 136]	29	0	1	1	149	[378, 195]	80	1	0	1	90	[508, 687]	-41	0	1	1	122	[234, 259]	-73	-26	49	75	37	9	176	20	149	90	122
6	8	collaborate	contingent	1.92	179.674302264	117562.799508	114038.501632	118998.130284	122121.38455	125027.050585	None	2905.66603451	4	4	3	68	1	0	1	105	[398, 667]	-37	1	0	1	2	[1340, 350]	66	0	1	1	95	[269, 344]	-27	1	0	1	120	[1078, 676]	-52	0	1	1	40	[441, 366]	28	1	0	1	82	[537, 856]	-14	0	1	1	162	[502, 536]	86	0	1	1	136	[654, 218]	-68	-52	68	120	105	2	95	40	82	162	136
7	8	collaborate	contingent	68.08	258.525881535	144198.559721	134161.925606	146018.140019	149141.337105	152498.118188	None	3356.78108306	3	5	3	140	0	1	1	12	[1139, 482]	-52	1	0	1	105	[1507, 782]	35	1	0	1	84	[1303, 149]	56	1	0	1	155	[701, 791]	-15	0	1	1	74	[181, 378]	66	0	1	1	120	[884, 734]	20	0	1	1	31	[892, 310]	-71	0	1	1	44	[284, 558]	-84	-15	140	155	12	105	84	74	120	31	44
8	8	collaborate	contingent	91.95	354.415315437	166409.120665	161816.302706	167661.574828	170784.568851	174207.551658	None	3422.98280712	4	4	3	36	0	1	1	47	[1389, 697]	-11	1	0	1	142	[882, 354]	74	0	1	1	111	[1455, 423]	-75	1	0	1	29	[490, 470]	7	1	0	1	172	[1076, 738]	44	0	1	1	154	[1372, 290]	62	0	1	1	7	[1195, 460]	29	1	0	1	72	[634, 825]	-36	7	36	29	47	142	111	172	154	7	72
9	8	collaborate	contingent	74.9	441.865315437	187651.073116	183075.068671	189153.489342	192277.35243	195333.493755	None	3056.14132574	4	4	0	111	1	0	1	98	[211, 487]	13	1	0	1	21	[493, 158]	90	1	0	1	119	[458, 874]	-8	0	1	1	11	[1349, 673]	-80	1	0	1	178	[327, 640]	-67	0	1	1	77	[1425, 917]	34	0	1	1	67	[968, 824]	44	0	1	1	87	[850, 223]	24	13	111	98	21	119	11	178	77	67	87
10	8	collaborate	contingent	37.55	461.140897321	209979.022235	204485.114848	211480.808747	214587.319874	219163.17697	None	4575.85709667	4	4	6	45	1	0	1	37	[362, 550]	8	0	1	1	47	[1244, 172]	-2	0	1	1	4	[1400, 854]	41	0	1	1	154	[1453, 586]	71	0	1	1	122	[942, 244]	-77	1	0	1	166	[321, 785]	59	1	0	1	69	[522, 368]	-24	1	0	1	83	[514, 586]	-38	-24	45	69	37	47	4	154	122	166	83
