trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	95.81	95.8096381139	17326.331215	14051.7872079	18677.4760265	21800.5118352	27228.1830438	None	5427.67120857	4	4	3	56	0	1	1	85	[405, 150]	-29	0	1	1	25	[219, 185]	31	1	0	1	165	[759, 348]	71	1	0	1	61	[1041, 911]	-5	0	1	1	122	[1313, 786]	-66	1	0	1	104	[1048, 340]	-48	1	0	1	50	[671, 526]	6	0	1	1	175	[357, 363]	61	-5	56	61	85	25	165	122	104	50	175
2	8	collaborate	contingent	94.02	144.403112998	37265.001895	34409.2397906	39268.0610302	42391.2647138	46599.8965627	None	4208.63184888	4	4	1	103	0	1	1	51	[1139, 314]	52	1	0	1	97	[277, 710]	6	0	1	1	110	[1369, 229]	-7	1	0	1	64	[1158, 897]	39	1	0	1	3	[481, 315]	-80	1	0	1	142	[890, 231]	-39	0	1	1	28	[1251, 553]	75	0	1	1	161	[1493, 904]	-58	6	103	97	51	110	64	3	142	28	161
3	8	collaborate	contingent	99.83	194.91575954	59425.7923292	54916.5932978	60526.84349	63650.5240409	68442.7850813	None	4792.26104034	4	4	6	107	1	0	1	25	[640, 696]	82	0	1	1	153	[451, 139]	-46	1	0	1	95	[675, 368]	12	0	1	1	132	[1490, 421]	-25	0	1	1	174	[1506, 144]	-67	0	1	1	36	[1467, 700]	71	1	0	1	106	[363, 617]	1	1	0	1	53	[374, 920]	54	1	107	106	25	153	95	132	174	36	53
4	8	collaborate	contingent	99.32	254.462920608	79565.2784121	75673.6860124	80816.939384	83940.1170433	88732.9729765	None	4792.85593328	4	4	2	93	0	1	1	77	[295, 234]	16	1	0	1	12	[582, 575]	81	1	0	1	95	[323, 938]	-2	0	1	1	119	[1444, 215]	-26	0	1	1	42	[1003, 193]	51	1	0	1	172	[520, 889]	-79	1	0	1	2	[531, 317]	-89	0	1	1	136	[1062, 712]	-43	-2	93	95	77	12	119	42	172	2	136
5	8	collaborate	contingent	19.77	265.027141787	99705.369651	95913.6734474	100806.421911	103930.229651	110342.146643	None	6411.91699209	4	4	6	135	0	1	1	14	[261, 172]	-59	1	0	1	106	[552, 686]	29	1	0	1	149	[621, 836]	-14	1	0	1	54	[168, 458]	81	0	1	1	33	[1050, 575]	-78	0	1	1	75	[1338, 360]	60	1	0	1	166	[354, 598]	-31	0	1	1	88	[1317, 130]	47	-31	135	166	14	106	149	54	33	75	88
6	8	collaborate	contingent	99.83	320.700180751	118158.06485	115518.892891	119426.434139	122549.630858	128010.396515	None	5460.76565617	4	4	5	88	0	1	1	71	[1110, 874]	17	1	0	1	52	[361, 737]	36	0	1	1	13	[1032, 525]	75	0	1	1	171	[1181, 623]	-83	0	1	1	32	[1359, 866]	56	1	0	1	87	[694, 852]	1	1	0	1	102	[731, 680]	-14	1	0	1	136	[964, 770]	-48	1	88	87	71	52	13	171	32	102	136
7	8	collaborate	contingent	74.9	363.908219715	145779.273094	134523.308954	147198.870913	150321.171811	156099.363248	None	5778.1914375	4	4	2	57	0	1	1	9	[1226, 322]	48	1	0	1	106	[612, 633]	-49	1	0	1	70	[316, 886]	-13	1	0	1	40	[555, 123]	17	1	0	1	143	[1062, 569]	-86	0	1	1	132	[1000, 164]	-75	0	1	1	172	[951, 361]	65	0	1	1	28	[1441, 647]	29	-13	57	70	9	106	40	143	132	172	28
8	8	collaborate	contingent	40.64	384.875106005	165050.708483	162261.854057	166319.433316	169442.278524	176355.894058	None	6913.61553422	4	4	6	75	0	1	1	160	[1114, 255]	-85	0	1	1	106	[1321, 838]	-31	1	0	1	26	[1074, 538]	49	1	0	1	89	[453, 839]	-14	1	0	1	36	[642, 399]	39	0	1	1	147	[1269, 175]	-72	1	0	1	52	[771, 902]	23	0	1	1	176	[1440, 494]	79	23	75	52	160	106	26	89	36	147	176
9	8	collaborate	contingent	74.9	424.314713206	184322.857158	181265.646637	185824.276763	188947.851385	194074.323497	None	5126.47211261	4	4	5	112	0	1	1	158	[1346, 933]	-46	0	1	1	126	[1169, 658]	-14	1	0	1	74	[915, 343]	38	1	0	1	11	[619, 320]	-79	1	0	1	34	[184, 677]	78	1	0	1	99	[694, 679]	13	0	1	1	56	[1353, 629]	56	0	1	1	23	[1495, 262]	89	13	112	99	158	126	74	11	34	56	23
10	8	collaborate	contingent	21.86	441.689980599	202992.656389	201054.658675	204427.970671	207551.064393	211558.835021	None	4007.77062864	4	4	0	75	1	0	1	45	[1220, 857]	30	1	0	1	18	[906, 934]	57	0	1	1	110	[878, 230]	-35	1	0	1	90	[577, 913]	-15	1	0	1	67	[309, 841]	8	0	1	1	138	[624, 177]	-63	0	1	1	166	[1035, 638]	89	0	1	1	2	[1160, 493]	73	30	75	45	18	110	90	67	138	166	2
