trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	14.4	7.7000405949	20189.1682568	15746.4198295	21524.1241365	24647.5272174	29173.1307056	None	4525.60348828	4	4	0	17	1	0	1	163	[793, 163]	34	1	0	1	18	[1246, 352]	-1	0	1	1	42	[1263, 902]	-25	0	1	1	135	[1221, 554]	62	0	1	1	84	[971, 127]	-67	0	1	1	66	[1455, 852]	-49	1	0	1	95	[1438, 258]	-78	1	0	1	52	[1027, 617]	-35	34	17	163	18	42	135	84	66	95	52
2	8	collaborate	contingent	6.4	11.4000811898	42332.6734408	38357.8436799	43601.0720535	46724.2764702	53754.841065	None	7030.56459482	4	4	0	38	1	0	1	79	[213, 353]	-41	1	0	1	36	[503, 885]	2	0	1	1	66	[1258, 468]	-28	1	0	1	15	[232, 621]	23	0	1	1	102	[1435, 234]	-64	0	1	1	55	[669, 561]	-17	1	0	1	152	[775, 909]	66	0	1	1	134	[1345, 853]	84	-41	38	79	36	66	15	102	55	152	134
3	8	collaborate	contingent	84.27	54.0351217847	64695.007591	59766.5783796	66212.4233292	69335.6207816	74730.2609538	None	5394.64017225	4	4	1	110	1	0	1	159	[278, 108]	-49	1	0	1	100	[728, 664]	10	0	1	1	12	[1412, 506]	-82	0	1	1	45	[809, 165]	65	1	0	1	133	[468, 569]	-23	0	1	1	122	[734, 393]	-12	0	1	1	35	[1059, 776]	75	1	0	1	178	[474, 403]	-68	10	110	100	159	12	45	133	122	35	178
4	8	collaborate	contingent	71.53	90.3001623796	85668.2267792	82862.3686049	87487.8019457	90611.115591	95321.0171313	None	4709.90154027	4	4	5	59	0	1	1	148	[1145, 632]	-89	1	0	1	65	[665, 254]	-6	1	0	1	176	[1246, 289]	63	0	1	1	120	[1394, 633]	-61	0	1	1	158	[1357, 793]	81	1	0	1	45	[346, 719]	14	0	1	1	78	[818, 747]	-19	1	0	1	109	[1496, 509]	-50	14	59	45	148	65	176	120	158	78	109
5	8	collaborate	contingent	47.16	122.79794437	107445.345723	103937.226516	109481.366252	112604.458875	116462.049276	None	3857.59040137	3	5	3	51	1	0	1	98	[611, 414]	-47	0	1	1	171	[643, 845]	60	0	1	1	67	[912, 201]	-16	1	0	1	30	[295, 111]	21	0	1	1	9	[1237, 246]	42	0	1	1	122	[1398, 692]	-71	0	1	1	132	[1417, 273]	-81	1	0	1	19	[332, 875]	32	21	51	30	98	171	67	9	122	132	19
6	8	collaborate	contingent	37.55	142.850184002	131625.801713	127717.518956	132727.272561	135850.541122	140810.148514	None	4959.60739265	4	4	5	54	1	0	1	148	[510, 818]	86	1	0	1	56	[177, 411]	-2	0	1	1	104	[1290, 591]	-50	0	1	1	7	[1112, 607]	47	0	1	1	129	[1181, 267]	-75	1	0	1	30	[337, 518]	24	1	0	1	174	[332, 825]	60	0	1	1	116	[1083, 118]	-62	24	54	30	148	56	104	7	129	174	116
7	8	collaborate	contingent	98.47	192.585285733	151197.860365	148742.559073	153033.962779	156157.689514	160215.823712	None	4058.13419876	3	5	7	73	1	0	1	127	[567, 472]	-54	0	1	1	145	[1278, 751]	-72	0	1	1	42	[1403, 577]	31	0	1	1	94	[1188, 258]	-21	0	1	1	28	[596, 623]	45	1	0	1	82	[491, 791]	-9	0	1	1	104	[1364, 157]	-31	1	0	1	70	[291, 495]	3	3	73	70	127	145	42	94	28	82	104
8	8	collaborate	contingent	94.02	287.499923847	176547.771772	170585.697938	177816.259454	180942.477188	185649.071447	None	4706.59425809	5	3	4	9	1	0	1	31	[1410, 829]	-22	0	1	1	98	[1472, 614]	-89	1	0	1	64	[738, 857]	-55	0	1	1	108	[1152, 403]	81	1	0	1	15	[430, 438]	-6	0	1	1	133	[781, 169]	56	1	0	1	170	[307, 847]	19	1	0	1	83	[610, 462]	-74	-6	9	15	31	98	64	108	133	170	83
9	8	collaborate	contingent	61.05	346.784122944	198574.764444	196019.422173	200010.873015	203133.315397	206072.492634	None	2939.17723704	4	4	7	34	0	1	1	147	[949, 861]	67	1	0	1	35	[583, 770]	-1	0	1	1	56	[1104, 698]	-22	0	1	1	166	[1235, 279]	48	0	1	1	82	[1457, 250]	-48	1	0	1	115	[375, 386]	-81	1	0	1	7	[363, 231]	27	1	0	1	17	[265, 737]	17	17	34	17	147	35	56	166	82	115	7
10	8	collaborate	contingent	99.32	426.9673906	222171.476515	218246.567545	223423.065645	226546.801177	229652.379095	None	3105.57791851	4	4	3	89	1	0	1	145	[618, 164]	-56	0	1	1	65	[1125, 876]	24	1	0	1	17	[1501, 604]	72	1	0	1	91	[1392, 892]	-2	1	0	1	3	[394, 115]	86	0	1	1	116	[1244, 224]	-27	0	1	1	173	[1394, 465]	-84	0	1	1	79	[1413, 283]	10	-2	89	91	145	65	17	3	116	173	79
11	8	collaborate	contingent	3.17	444.422466513	242128.85535	239371.792325	243562.943925	246686.058173	252748.035534	None	6061.97736108	4	4	1	155	0	1	1	168	[1012, 562]	-13	1	0	1	108	[487, 127]	47	0	1	1	121	[1460, 593]	34	1	0	1	139	[889, 792]	16	0	1	1	150	[1502, 858]	5	1	0	1	13	[354, 783]	-38	1	0	1	57	[737, 295]	-82	0	1	1	71	[301, 591]	84	47	155	108	168	121	139	150	13	57	71
12	8	collaborate	contingent	99.32	494.634036814	262651.796298	258827.659553	263836.350194	266959.48167	270316.849215	None	3357.3675456	4	4	7	73	1	0	1	179	[169, 360]	74	1	0	1	54	[610, 540]	19	0	1	1	139	[934, 930]	-66	0	1	1	155	[1229, 112]	-82	0	1	1	92	[554, 846]	-19	0	1	1	114	[1037, 525]	-41	1	0	1	23	[450, 297]	50	1	0	1	75	[203, 132]	-2	-2	73	75	179	54	139	155	92	114	23
13	8	collaborate	contingent	68.08	533.808222793	282390.448065	279734.670053	284828.189202	287951.913004	293445.5081	None	5493.595096	3	5	7	53	0	1	1	95	[1417, 145]	-42	0	1	1	163	[995, 734]	70	0	1	1	3	[1162, 406]	50	1	0	1	108	[632, 463]	-55	1	0	1	19	[403, 159]	34	0	1	1	58	[592, 646]	-5	0	1	1	73	[1349, 542]	-20	1	0	1	38	[200, 658]	15	15	53	38	95	163	3	108	19	58	73
14	8	collaborate	contingent	74.9	613.394102519	303231.545307	300659.674689	305000.968396	308125.037479	313334.472415	None	5209.43493601	4	4	6	130	1	0	1	174	[1015, 678]	-44	1	0	1	36	[869, 313]	-86	1	0	1	15	[1210, 485]	-65	0	1	1	159	[622, 635]	-29	0	1	1	66	[849, 700]	64	0	1	1	123	[273, 823]	7	1	0	1	143	[864, 115]	-13	0	1	1	100	[259, 410]	30	-13	130	143	174	36	15	159	66	123	100
15	8	collaborate	contingent	64.57	646.184006292	323472.722894	320148.105616	325073.944862	328197.090266	330284.564819	None	2087.47455302	3	5	6	55	0	1	1	56	[230, 260]	-1	0	1	1	154	[1479, 765]	81	0	1	1	1	[413, 310]	54	0	1	1	81	[1310, 727]	-26	1	0	1	120	[1388, 364]	-65	1	0	1	28	[1023, 166]	27	1	0	1	39	[755, 364]	16	0	1	1	110	[291, 836]	-55	16	55	39	56	154	1	81	120	28	110
16	8	collaborate	contingent	81.3	724.284726045	344413.467086	340270.988578	346015.380713	349138.701689	353096.296782	None	3957.59509307	2	6	5	51	0	1	1	6	[372, 440]	45	0	1	1	55	[325, 771]	-4	0	1	1	26	[944, 834]	25	0	1	1	92	[312, 578]	-41	1	0	1	121	[581, 173]	-70	1	0	1	40	[923, 268]	11	0	1	1	144	[635, 319]	87	0	1	1	161	[1462, 856]	70	11	51	40	6	55	26	92	121	144	161
17	8	collaborate	contingent	31.74	751.086738968	364836.597608	361763.299321	366489.011158	369612.428901	372684.98348	None	3072.5545795	3	5	7	109	1	0	1	103	[1412, 170]	6	0	1	1	12	[1295, 626]	-83	0	1	1	170	[259, 863]	-61	0	1	1	93	[1217, 924]	16	0	1	1	116	[539, 812]	-7	1	0	1	73	[461, 135]	36	0	1	1	54	[1453, 765]	55	1	0	1	135	[1137, 257]	-26	-26	109	135	103	12	170	93	116	73	54
18	8	collaborate	contingent	50.55	810.400416068	385410.579124	382120.1889	386595.413057	389718.676853	394211.04111	None	4492.36425775	2	6	4	121	0	1	1	113	[227, 890]	8	1	0	1	13	[532, 361]	-72	0	1	1	178	[1512, 105]	-57	0	1	1	35	[363, 695]	86	1	0	1	141	[794, 266]	-20	0	1	1	153	[1270, 681]	-32	0	1	1	66	[767, 784]	55	0	1	1	85	[416, 257]	36	-20	121	141	113	13	178	35	153	66	85
19	8	collaborate	contingent	84.27	883.058683724	407303.676534	404130.398479	408573.050873	411696.508202	415870.286582	None	4173.77838021	3	5	5	123	1	0	1	58	[1046, 294]	65	0	1	1	23	[243, 724]	-80	0	1	1	74	[1410, 866]	49	1	0	1	144	[566, 271]	-21	0	1	1	0	[315, 497]	-57	1	0	1	133	[1452, 113]	-10	0	1	1	97	[649, 656]	26	0	1	1	10	[795, 890]	-67	-10	123	133	58	23	74	144	0	97	10
20	8	collaborate	contingent	71.53	932.074193911	427827.960848	423602.408088	429179.716313	432302.938324	435676.271946	None	3373.33362168	4	4	3	126	0	1	1	116	[1305, 578]	10	0	1	1	178	[1401, 247]	-52	0	1	1	126	[1486, 688]	0	1	0	1	140	[242, 377]	-14	1	0	1	57	[581, 460]	69	1	0	1	26	[364, 149]	-80	0	1	1	83	[1356, 802]	43	1	0	1	13	[657, 820]	-67	-14	126	140	116	178	126	57	26	83	13
21	8	collaborate	contingent	64.57	1011.37019804	450206.036019	446531.380511	451306.667126	454429.808131	458722.014924	None	4292.20679256	4	4	5	160	0	1	1	28	[299, 463]	-48	1	0	1	157	[218, 119]	3	1	0	1	67	[869, 189]	-87	0	1	1	7	[182, 638]	-27	0	1	1	129	[633, 785]	31	1	0	1	176	[1212, 351]	-16	0	1	1	108	[366, 783]	52	1	0	1	17	[1488, 242]	-37	-16	160	176	28	157	67	7	129	108	17
22	8	collaborate	contingent	31.74	1030.08000763	470178.038664	467472.365885	471446.939802	474569.700706	479479.401236	None	4909.70053024	3	5	4	17	0	1	1	41	[247, 390]	-24	0	1	1	140	[861, 127]	57	1	0	1	88	[652, 368]	-71	0	1	1	13	[1457, 254]	4	1	0	1	171	[834, 928]	26	1	0	1	29	[1336, 856]	-12	0	1	1	111	[1446, 442]	86	0	1	1	57	[1276, 147]	-40	26	17	171	41	140	88	13	29	111	57
23	8	collaborate	contingent	100.0	1085.8380466	489733.792558	486643.935501	491001.899039	494124.943645	499752.866519	None	5627.92287431	3	5	3	68	0	1	1	0	[451, 355]	68	0	1	1	156	[1235, 615]	-88	0	1	1	116	[701, 858]	-48	1	0	1	68	[1511, 823]	0	1	0	1	126	[972, 138]	-58	0	1	1	94	[183, 399]	-26	0	1	1	58	[285, 900]	10	1	0	1	80	[689, 219]	-12	0	68	68	0	156	116	126	94	58	80
24	8	collaborate	contingent	74.9	1129.73331399	510023.7499	506165.198433	511709.637999	514832.870272	520310.52385	None	5477.65357804	2	6	1	109	0	1	1	154	[1057, 852]	-45	1	0	1	122	[676, 316]	-13	0	1	1	85	[1175, 224]	24	1	0	1	73	[356, 219]	36	0	1	1	25	[1118, 699]	84	0	1	1	37	[1507, 815]	72	0	1	1	6	[238, 326]	-77	0	1	1	110	[1007, 124]	-1	-13	109	122	154	85	73	25	37	6	110
25	8	collaborate	contingent	89.62	1175.50345236	532851.718079	528375.873738	533953.392722	537076.392244	539882.048088	None	2805.65584472	2	6	7	63	0	1	1	30	[1245, 883]	33	0	1	1	100	[402, 721]	-37	0	1	1	42	[1133, 220]	21	0	1	1	175	[1090, 929]	68	1	0	1	77	[382, 360]	-14	0	1	1	141	[281, 119]	-78	0	1	1	89	[940, 808]	-26	1	0	1	55	[550, 227]	8	8	63	55	30	100	42	175	77	141	89
