trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	1.64	50.82	24172.1559185	14418.6581905	25457.7675751	28564.2764227	35595.2037023	None	7030.92727959	4	4	0	143	1	0	1	17	[1337, 873]	-54	0	1	1	143	[237, 410]	0	0	1	1	2	[922, 944]	-39	1	0	1	126	[480, 466]	17	0	1	1	113	[304, 786]	30	1	0	1	29	[1110, 899]	-66	1	0	1	79	[1509, 460]	64	0	1	1	47	[541, 905]	-84	-54	143	17	143	2	126	113	29	79	47
2	8	collaborate	contingent	2.31	98.9860041299	46418.1780329	42208.6017115	48704.8962511	51811.5502456	58859.2621481	None	7047.71190252	4	4	2	86	0	1	1	66	[1347, 108]	20	1	0	1	48	[220, 252]	38	1	0	1	36	[1172, 531]	50	0	1	1	78	[872, 295]	8	1	0	1	132	[500, 886]	-46	0	1	1	146	[1412, 459]	-60	0	1	1	120	[1403, 279]	-34	1	0	1	13	[1242, 732]	73	50	86	36	66	48	78	132	146	120	13
3	8	collaborate	contingent	1.0	109.373165197	70316.3750962	65189.5229616	71885.8353881	75009.9495248	82073.2848753	None	7063.33535048	4	4	4	111	0	1	1	30	[946, 305]	81	1	0	1	169	[654, 163]	-58	1	0	1	110	[358, 751]	1	0	1	1	157	[1277, 160]	-46	1	0	1	17	[488, 320]	-86	0	1	1	90	[652, 388]	21	0	1	1	130	[1155, 766]	-19	1	0	1	51	[708, 838]	60	-86	111	17	30	169	110	157	90	130	51
4	8	collaborate	contingent	1.64	110.6934951	93713.8806959	88386.5957597	94899.4656323	98005.5361069	105020.113471	None	7014.5773642	4	4	5	90	0	1	1	154	[843, 878]	-64	0	1	1	98	[1249, 681]	-8	1	0	1	30	[417, 843]	60	0	1	1	118	[1059, 500]	-28	0	1	1	81	[1430, 917]	9	1	0	1	144	[486, 234]	-54	1	0	1	3	[839, 695]	87	1	0	1	59	[677, 445]	31	-54	90	144	154	98	30	118	81	3	59
5	8	collaborate	contingent	1.29	147.102837516	118213.580689	112185.155727	120367.261903	123474.078638	130488.044993	None	7013.96635452	4	4	4	0	1	0	1	2	[1430, 403]	-2	0	1	1	135	[233, 725]	45	1	0	1	101	[935, 116]	79	0	1	1	15	[196, 305]	-15	1	0	1	58	[1396, 561]	-58	0	1	1	149	[944, 292]	31	1	0	1	79	[1458, 713]	-79	0	1	1	166	[521, 920]	14	-58	0	58	2	135	101	15	149	79	166
6	8	collaborate	contingent	78.17	236.102271418	143782.420075	139072.2168	145185.92178	148292.008015	155355.312211	None	7063.30419522	4	4	3	2	1	0	1	137	[1198, 261]	45	0	1	1	36	[1414, 615]	-34	1	0	1	122	[344, 200]	60	1	0	1	170	[571, 923]	12	0	1	1	63	[516, 605]	-61	0	1	1	2	[1194, 562]	0	0	1	1	105	[1348, 360]	77	1	0	1	89	[518, 315]	-87	12	2	170	137	36	122	63	2	105	89
7	8	collaborate	contingent	64.57	274.145310382	166094.381753	161818.398172	167179.158522	170285.808851	177300.039842	None	7014.23099098	4	4	7	87	1	0	1	112	[896, 327]	-25	0	1	1	132	[1033, 410]	-45	1	0	1	54	[507, 178]	33	1	0	1	160	[692, 130]	-73	0	1	1	83	[1389, 903]	4	0	1	1	102	[1352, 649]	-15	0	1	1	11	[587, 886]	76	1	0	1	71	[257, 557]	16	16	87	71	112	132	54	160	83	102	11
8	8	collaborate	contingent	17.84	320.516030136	186703.663969	183145.235939	187954.691818	191061.42315	198142.323472	None	7080.90032112	4	4	1	8	0	1	1	108	[598, 534]	80	1	0	1	40	[714, 167]	-32	1	0	1	20	[950, 832]	-12	0	1	1	160	[573, 823]	28	1	0	1	73	[1035, 517]	-65	1	0	1	10	[1424, 226]	-2	0	1	1	54	[643, 324]	-46	0	1	1	91	[271, 860]	-83	-32	8	40	108	20	160	73	10	54	91
9	8	collaborate	contingent	1.08	330.943191203	209098.433037	203470.102493	210501.037104	213624.067037	220721.83885	None	7097.77181226	4	4	2	130	0	1	1	76	[1262, 707]	54	1	0	1	91	[201, 211]	39	1	0	1	66	[436, 808]	64	0	1	1	168	[579, 533]	-38	1	0	1	125	[239, 667]	5	1	0	1	24	[1020, 919]	-74	0	1	1	107	[1317, 468]	23	0	1	1	139	[1505, 379]	-9	64	130	66	76	91	168	125	24	107	139
10	8	collaborate	contingent	8.13	382.019195333	236187.359687	226099.227313	237572.765315	240696.587692	247777.828156	None	7081.24046328	4	4	6	173	0	1	1	18	[1207, 123]	-25	1	0	1	167	[362, 153]	6	1	0	1	104	[392, 330]	69	0	1	1	32	[600, 816]	-39	1	0	1	177	[610, 154]	-4	0	1	1	94	[1463, 570]	79	1	0	1	134	[751, 312]	39	0	1	1	117	[886, 945]	56	39	173	134	18	167	104	32	177	94	117
