trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
11	8	collaborate	contingent	87.05	475.458629235	257663.622859	252887.882472	260235.166155	263341.767368	270422.82933	None	7081.06196196	4	4	3	62	0	1	1	63	[1457, 218]	-1	1	0	1	138	[216, 138]	-76	0	1	1	42	[1345, 388]	20	1	0	1	53	[544, 117]	9	0	1	1	100	[670, 740]	-38	1	0	1	27	[1218, 577]	35	1	0	1	117	[363, 878]	-55	0	1	1	8	[1083, 761]	54	9	62	53	63	138	42	100	27	117	8
12	8	collaborate	contingent	1.64	521.090208506	279775.542459	276268.816771	281544.976654	284651.617453	291665.966467	None	7014.34901445	4	4	5	54	0	1	1	53	[792, 843]	1	1	0	1	19	[1192, 424]	35	0	1	1	159	[1262, 827]	75	1	0	1	39	[590, 289]	15	0	1	1	99	[466, 648]	-45	1	0	1	0	[1039, 588]	54	1	0	1	169	[369, 286]	65	0	1	1	67	[1326, 185]	-13	54	54	0	53	19	159	39	99	169	67
13	8	collaborate	contingent	1.04	567.586793731	302888.91756	297411.404146	303990.821293	307114.251847	314128.434455	None	7014.18260869	4	4	1	102	1	0	1	114	[789, 129]	-12	1	0	1	169	[1393, 507]	-67	0	1	1	155	[238, 680]	-53	0	1	1	33	[712, 794]	69	0	1	1	13	[968, 705]	89	0	1	1	124	[1499, 750]	-22	1	0	1	145	[1125, 499]	-43	1	0	1	134	[1296, 276]	-32	-67	102	169	114	155	33	13	124	145	134
14	8	collaborate	contingent	3.98	616.587797861	322980.12111	319405.796198	324148.75795	327254.925922	334336.01794	None	7081.09201762	4	4	6	3	0	1	1	83	[1174, 575]	-80	1	0	1	160	[527, 851]	23	0	1	1	49	[1032, 764]	-46	1	0	1	175	[343, 759]	8	0	1	1	67	[824, 888]	-64	0	1	1	150	[1403, 430]	33	1	0	1	138	[286, 209]	45	1	0	1	28	[370, 942]	-25	45	3	138	83	160	49	175	67	150	28
15	8	collaborate	contingent	1.01	637.413912315	343839.090032	339513.305313	346076.397836	349183.858568	356231.724048	None	7047.86547964	4	4	0	19	1	0	1	124	[261, 482]	75	1	0	1	135	[719, 386]	64	0	1	1	10	[1258, 479]	9	1	0	1	44	[551, 276]	-25	0	1	1	26	[1277, 194]	-7	0	1	1	75	[203, 843]	-56	1	0	1	166	[468, 657]	33	0	1	1	113	[405, 855]	86	75	19	124	135	10	44	26	75	166	113
16	8	collaborate	contingent	2.31	677.652913808	366302.37722	362710.260454	367720.437229	370827.043208	377841.170837	None	7014.12762882	4	4	0	174	1	0	1	44	[695, 141]	-50	0	1	1	165	[1460, 873]	9	1	0	1	81	[1213, 225]	-87	1	0	1	67	[235, 611]	-73	0	1	1	136	[594, 500]	38	0	1	1	33	[1136, 883]	-39	1	0	1	101	[172, 868]	73	0	1	1	178	[760, 916]	-4	-50	174	44	165	81	67	136	33	101	178
17	8	collaborate	contingent	2.1	710.990190166	388229.489666	385089.228673	389581.468263	392704.848235	399752.578098	None	7047.72986261	4	4	1	164	0	1	1	20	[1360, 248]	-36	1	0	1	113	[329, 233]	51	0	1	1	101	[1129, 745]	63	0	1	1	56	[688, 664]	-72	1	0	1	7	[881, 925]	-23	1	0	1	73	[256, 718]	-89	1	0	1	156	[732, 185]	8	0	1	1	89	[975, 714]	75	51	164	113	20	101	56	7	73	156	89
18	8	collaborate	contingent	40.64	773.446069892	410191.566747	406165.542939	411375.697282	414482.356042	421580.938624	None	7098.58258216	4	4	4	62	0	1	1	110	[1231, 116]	-48	1	0	1	26	[951, 830]	36	1	0	1	132	[1216, 919]	-70	1	0	1	58	[172, 318]	4	1	0	1	39	[195, 635]	23	0	1	1	16	[1363, 378]	46	0	1	1	80	[1238, 478]	-18	0	1	1	177	[1480, 859]	65	23	62	39	110	26	132	58	16	80	177
19	8	collaborate	contingent	78.17	849.981789646	429262.602945	427208.263769	430532.059315	433637.960085	440652.820779	None	7014.86069382	4	4	0	60	1	0	1	48	[508, 785]	12	1	0	1	28	[361, 415]	32	1	0	1	112	[335, 570]	-52	0	1	1	158	[1293, 529]	82	0	1	1	16	[1440, 491]	44	0	1	1	89	[1475, 641]	-29	1	0	1	5	[836, 911]	55	0	1	1	130	[1051, 840]	-70	12	60	48	28	112	158	16	89	5	130
20	8	collaborate	contingent	68.08	933.936223548	448051.920429	446181.027838	449621.05414	452726.809397	459824.508269	None	7097.69887229	4	4	2	89	1	0	1	84	[1002, 218]	5	0	1	1	47	[1037, 811]	42	1	0	1	74	[1409, 604]	15	0	1	1	58	[389, 914]	31	0	1	1	172	[244, 560]	-83	1	0	1	16	[1269, 544]	73	1	0	1	115	[590, 140]	-26	0	1	1	130	[592, 683]	-41	15	89	74	84	47	58	172	16	115	130
21	8	collaborate	contingent	95.81	982.341470667	470429.951423	467306.511706	472266.441274	475372.884145	482437.2095	None	7064.32535478	3	5	2	61	0	1	1	46	[677, 610]	15	1	0	1	119	[278, 364]	-58	1	0	1	66	[834, 346]	-5	1	0	1	136	[310, 843]	-75	0	1	1	77	[1465, 569]	-16	0	1	1	6	[1014, 385]	55	0	1	1	159	[1275, 566]	82	0	1	1	173	[1072, 223]	68	-5	61	66	46	119	136	77	6	159	173
22	8	collaborate	contingent	29.05	1006.75363173	492708.646245	489017.071251	493810.579667	496916.964994	503947.643398	None	7030.67840401	4	4	3	106	1	0	1	115	[489, 707]	-9	0	1	1	145	[1420, 819]	-39	0	1	1	47	[1187, 632]	59	1	0	1	79	[749, 366]	27	0	1	1	12	[1012, 885]	-86	1	0	1	57	[247, 587]	49	1	0	1	159	[1111, 140]	-53	0	1	1	1	[1505, 664]	-75	27	106	79	115	145	47	12	57	159	1
23	8	collaborate	contingent	68.08	1074.83230884	512665.928715	511061.901109	514669.077229	517775.690172	524873.713059	None	7098.02288702	4	4	4	32	0	1	1	142	[773, 873]	70	1	0	1	29	[330, 163]	3	0	1	1	121	[1168, 704]	-89	1	0	1	11	[277, 462]	21	1	0	1	47	[465, 629]	-15	0	1	1	62	[662, 623]	-30	1	0	1	170	[562, 293]	42	0	1	1	97	[1313, 505]	-65	-15	32	47	142	29	121	11	62	170	97
24	8	collaborate	contingent	64.57	1151.92888811	532956.894678	530200.971971	534225.512788	537332.229826	544413.399549	None	7081.16972251	4	4	2	90	1	0	1	117	[1428, 183]	-27	1	0	1	58	[791, 197]	32	1	0	1	74	[609, 689]	16	0	1	1	148	[928, 768]	-58	0	1	1	166	[1030, 418]	-76	0	1	1	40	[1376, 653]	50	0	1	1	3	[1467, 518]	87	1	0	1	103	[438, 108]	-13	16	90	74	117	58	148	166	40	3	103
25	8	collaborate	contingent	99.83	1242.494196	553214.926963	549607.060662	554483.401392	557590.892547	564654.74984	None	7063.85729277	4	4	0	106	1	0	1	105	[812, 827]	1	1	0	1	21	[1074, 142]	85	0	1	1	148	[360, 392]	-42	0	1	1	158	[390, 640]	-52	0	1	1	3	[1064, 623]	-77	0	1	1	116	[1292, 515]	-10	1	0	1	58	[1435, 737]	48	1	0	1	33	[1395, 186]	73	1	106	105	21	148	158	3	116	58	33
