trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	89.62	90.7865852254	20107.1357096	14813.817204	21376.4569012	24500.0395862	27189.1726553	None	2689.13306908	4	4	6	74	1	0	1	20	[394, 140]	54	0	1	1	52	[746, 766]	22	0	1	1	116	[379, 783]	-42	1	0	1	105	[1330, 627]	-31	0	1	1	9	[626, 599]	65	0	1	1	36	[580, 875]	38	1	0	1	66	[534, 402]	8	1	0	1	134	[1445, 342]	-60	8	74	66	20	52	116	105	9	36	134
2	8	collaborate	contingent	24.11	103.342354016	41466.2193912	36572.5948988	42734.4614918	45857.6868011	51786.3967815	None	5928.70998034	4	4	3	152	1	0	1	63	[1130, 134]	89	0	1	1	148	[1139, 701]	4	1	0	1	169	[269, 178]	-17	1	0	1	1	[329, 807]	-29	0	1	1	43	[1151, 371]	-71	1	0	1	98	[558, 532]	54	0	1	1	86	[1062, 907]	66	0	1	1	125	[1478, 264]	27	-29	152	1	63	148	169	43	98	86	125
3	8	collaborate	contingent	14.4	111.08375161	62557.9124426	57747.6994174	63742.7614028	66866.7531455	71308.8055151	None	4442.05236964	4	4	0	129	1	0	1	163	[703, 135]	-34	1	0	1	136	[463, 469]	-7	1	0	1	15	[368, 242]	-66	0	1	1	31	[1147, 157]	-82	0	1	1	107	[1261, 481]	22	0	1	1	173	[1412, 872]	-44	1	0	1	48	[279, 657]	81	0	1	1	149	[450, 737]	-20	-34	129	163	136	15	31	107	173	48	149
4	8	collaborate	contingent	98.47	208.223389724	82063.1352581	79240.3481095	83332.5414867	86455.3888943	90680.026772	None	4224.63787771	4	4	4	106	1	0	1	46	[300, 213]	60	0	1	1	165	[1254, 745]	-59	0	1	1	137	[1395, 800]	-31	0	1	1	92	[499, 779]	14	1	0	1	103	[1063, 187]	3	1	0	1	175	[676, 423]	-69	1	0	1	78	[685, 108]	28	0	1	1	149	[626, 584]	-43	3	106	103	46	165	137	92	175	78	149
5	8	collaborate	contingent	34.58	228.353199317	101935.647099	98528.3122121	103771.723489	106894.889419	110903.531677	None	4008.64225858	4	4	4	146	1	0	1	60	[703, 857]	86	0	1	1	25	[1397, 269]	-59	1	0	1	44	[614, 600]	-78	0	1	1	103	[1453, 816]	43	1	0	1	171	[173, 408]	-25	0	1	1	136	[210, 798]	10	0	1	1	161	[1502, 625]	-15	1	0	1	14	[466, 324]	-48	-25	146	171	60	25	44	103	136	161	14
6	8	collaborate	contingent	64.57	308.542837431	121607.846062	118668.669925	122876.289026	125999.358923	129422.783776	None	3423.42485326	4	4	6	47	1	0	1	9	[973, 292]	38	0	1	1	132	[612, 912]	-85	1	0	1	171	[433, 105]	56	1	0	1	119	[1220, 270]	-72	0	1	1	27	[1131, 787]	20	0	1	1	52	[1423, 808]	-5	1	0	1	63	[1487, 146]	-16	0	1	1	40	[341, 905]	7	-16	47	63	9	132	171	119	27	52	40
7	8	collaborate	contingent	1.64	309.865775915	140262.156452	137939.526549	141529.903725	144653.115472	149429.105109	None	4775.9896372	4	4	2	51	1	0	1	97	[1251, 212]	-46	0	1	1	157	[1393, 799]	74	1	0	1	177	[411, 183]	54	1	0	1	141	[1490, 378]	90	0	1	1	8	[723, 836]	43	1	0	1	28	[714, 373]	23	0	1	1	66	[1244, 760]	-15	0	1	1	78	[234, 776]	-27	54	51	177	97	157	141	8	28	66	78
8	8	collaborate	contingent	74.9	347.820679687	165962.201756	156609.875956	167230.466582	170353.694457	176750.216441	None	6396.52198392	5	3	0	128	1	0	1	141	[522, 932]	-13	0	1	1	20	[1305, 106]	-72	1	0	1	7	[172, 681]	-59	0	1	1	108	[424, 235]	20	1	0	1	47	[1159, 545]	81	0	1	1	88	[358, 622]	40	1	0	1	127	[695, 732]	1	1	0	1	30	[1087, 132]	-82	-13	128	141	20	7	108	47	88	127	30
9	8	collaborate	contingent	61.05	379.929154572	186285.872997	182360.586125	187554.14662	190677.206987	194701.89596	None	4024.68897326	4	4	2	118	1	0	1	52	[1493, 489]	66	0	1	1	21	[381, 393]	-83	1	0	1	101	[667, 571]	17	1	0	1	10	[331, 870]	-72	1	0	1	145	[1009, 893]	-27	0	1	1	82	[695, 123]	36	0	1	1	38	[396, 188]	80	0	1	1	168	[211, 737]	-50	17	118	101	52	21	10	145	82	38	168
10	8	collaborate	contingent	1.0	380.930166796	206792.792889	202533.848418	208044.591313	211167.662676	218181.423286	None	7013.76061039	4	4	4	158.0	1	0	1	12	[1072, 253]	-34.0	1	0	1	112	[1277, 434]	46.0	0	1	1	57	[465, 690]	-79.0	1	0	1	166	[1007, 679]	-8.0	1	0	1	68	[1315, 719]	90.0	0	1	1	93	[274, 811]	65.0	0	1	1	140	[462, 287]	18.0	0	1	1	154	[192, 243]	4.0	90	158.0	68	12	112	57	166	93	140	154
11	8	collaborate	contingent	1.29	427.551752021	229938.437195	224393.823157	231207.015778	234331.062868	237786.94659	None	3455.88372207	4	4	0	77	1	0	1	19	[645, 662]	58	1	0	1	142	[1356, 448]	-65	0	1	1	129	[1096, 146]	-52	0	1	1	36	[1044, 350]	41	0	1	1	70	[1238, 309]	7	0	1	1	6	[992, 611]	71	1	0	1	104	[190, 729]	-27	1	0	1	85	[1427, 712]	-8	58	77	19	142	129	36	70	6	104	85
12	8	collaborate	contingent	5.68	480.050374069	249376.753065	246204.172168	250628.573115	253751.781563	257778.147819	None	4026.36625612	4	4	4	124	0	1	1	106	[869, 748]	18	0	1	1	150	[293, 918]	-26	1	0	1	135	[341, 461]	-11	1	0	1	38	[527, 160]	86	1	0	1	82	[542, 461]	42	0	1	1	121	[1200, 621]	3	0	1	1	15	[1257, 296]	-71	1	0	1	54	[326, 626]	70	42	124	82	106	150	135	38	121	15	54
13	8	collaborate	contingent	84.27	536.708768907	269399.69218	265441.414958	270651.864108	273774.700519	276814.016235	None	3039.31571551	4	4	6	141	1	0	1	144	[677, 613]	-3	0	1	1	28	[679, 874]	-67	0	1	1	69	[1075, 625]	72	0	1	1	121	[940, 725]	20	0	1	1	79	[1165, 890]	62	1	0	1	159	[234, 811]	-18	1	0	1	131	[559, 152]	10	1	0	1	111	[374, 469]	30	10	141	131	144	28	69	121	79	159	111
14	8	collaborate	contingent	74.9	620.135354133	288971.78822	285498.378798	290224.32412	293346.68623	297571.607443	None	4224.92121242	3	5	1	121	0	1	1	101	[1249, 559]	20	1	0	1	134	[1413, 139]	-13	0	1	1	28	[278, 704]	-87	0	1	1	61	[609, 791]	60	0	1	1	111	[1041, 751]	10	1	0	1	13	[997, 235]	-72	0	1	1	146	[361, 506]	-25	1	0	1	86	[1064, 434]	35	-13	121	134	101	28	61	111	13	146	86
15	8	collaborate	contingent	91.95	715.76897618	308310.946103	305186.655265	309578.373021	312702.468128	317060.526599	None	4358.05847178	4	4	0	109	1	0	1	102	[1265, 404]	7	0	1	1	112	[1391, 727]	-3	0	1	1	59	[390, 526]	50	1	0	1	4	[1400, 223]	-75	0	1	1	157	[1492, 923]	-48	1	0	1	171	[226, 215]	-62	1	0	1	28	[1031, 405]	81	0	1	1	76	[979, 826]	33	7	109	102	112	59	4	157	171	28	76
16	8	collaborate	contingent	91.95	795.782653281	329485.382055	324524.784273	330753.731551	333876.69845	337083.198875	None	3206.50042409	4	4	2	73	0	1	1	25	[629, 710]	48	1	0	1	166	[562, 484]	87	1	0	1	80	[1236, 152]	-7	0	1	1	4	[327, 535]	69	1	0	1	46	[1318, 425]	27	1	0	1	59	[757, 206]	14	0	1	1	135	[1358, 695]	-62	0	1	1	91	[203, 771]	-18	-7	73	80	25	166	4	46	59	135	91
17	8	collaborate	contingent	98.47	888.544930188	348322.445534	345716.892907	350726.444182	353849.636503	358442.078027	None	4592.44152419	4	4	3	12	1	0	1	133	[669, 808]	59	0	1	1	168	[1188, 595]	24	0	1	1	64	[1220, 116]	-52	1	0	1	9	[367, 855]	3	1	0	1	92	[911, 251]	-80	0	1	1	106	[1487, 491]	86	0	1	1	144	[1264, 384]	48	1	0	1	120	[459, 387]	72	3	12	9	133	168	64	92	106	144	120
18	8	collaborate	contingent	81.3	929.698732767	371535.115178	367476.525371	372636.716514	375760.62102	380953.223381	None	5192.60236154	4	4	2	128	0	1	1	150	[1310, 592]	-22	1	0	1	111	[1143, 515]	17	1	0	1	139	[1266, 320]	-11	1	0	1	6	[260, 665]	-58	0	1	1	121	[1294, 790]	7	0	1	1	72	[1510, 323]	56	1	0	1	83	[447, 369]	45	0	1	1	59	[1181, 680]	69	-11	128	139	150	111	6	121	72	83	59
19	8	collaborate	contingent	98.47	1005.94063592	391106.834781	387700.579718	392375.58967	395516.225952	401042.779143	None	5526.55319105	4	4	2	125	0	1	1	14	[1464, 290]	-69	1	0	1	149	[387, 496]	-24	1	0	1	128	[653, 589]	-3	1	0	1	115	[1341, 146]	10	0	1	1	94	[1230, 805]	31	1	0	1	32	[169, 403]	-87	0	1	1	47	[1126, 693]	78	0	1	1	67	[1391, 461]	58	-3	125	128	14	149	115	94	32	47	67
20	8	collaborate	contingent	95.81	1098.65721519	411714.217171	407205.102811	412982.67663	416106.0152	420215.626881	None	4109.61168116	4	4	3	84	0	1	1	55	[722, 143]	29	0	1	1	7	[875, 147]	77	1	0	1	170	[281, 449]	-86	1	0	1	89	[181, 217]	-5	1	0	1	73	[342, 243]	11	1	0	1	38	[444, 487]	46	0	1	1	109	[401, 809]	-25	0	1	1	21	[682, 925]	63	-5	84	89	55	7	170	73	38	109	21
21	8	collaborate	contingent	99.83	1197.22076448	430802.89324	425190.422187	432070.672035	435193.641133	439468.687299	None	4275.0461656	4	4	0	79	1	0	1	80	[860, 729]	-1	1	0	1	102	[313, 192]	-23	1	0	1	28	[394, 580]	51	0	1	1	9	[192, 737]	70	0	1	1	66	[1472, 643]	13	0	1	1	138	[1067, 440]	-59	0	1	1	159	[1054, 257]	-80	1	0	1	56	[1313, 716]	23	-1	79	80	102	28	9	66	138	159	56
22	8	collaborate	contingent	21.86	1248.80107237	451693.894412	447168.09006	452961.816157	456084.990884	461563.215164	None	5478.2242794	4	4	0	120	1	0	1	150	[865, 152]	-30	1	0	1	7	[494, 494]	-67	0	1	1	121	[892, 896]	-1	0	1	1	90	[543, 686]	30	1	0	1	104	[1410, 445]	16	0	1	1	35	[1130, 650]	85	0	1	1	138	[1261, 491]	-18	1	0	1	56	[273, 201]	64	-30	120	150	7	121	90	104	35	138	56
