trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
11	8	collaborate	contingent	1.64	608.595414918	221256.768114	218933.581745	222508.314973	225631.762021	232678.393752	None	7046.63173123	4	4	4	61	1	0	1	96	[676, 302]	-35	0	1	1	70	[280, 686]	-9	0	1	1	135	[1230, 510]	-74	1	0	1	17	[1422, 693]	44	1	0	1	115	[1286, 107]	-54	0	1	1	30	[441, 490]	31	0	1	1	54	[1205, 928]	7	1	0	1	2	[1496, 289]	59	-54	61	115	96	70	135	17	30	54	2
12	8	collaborate	contingent	84.27	691.380722815	241413.207119	238673.974103	242681.882775	245805.090843	252852.790284	None	7047.69944042	4	4	6	110	1	0	1	46	[1499, 299]	64	0	1	1	63	[502, 180]	47	1	0	1	150	[973, 904]	-40	0	1	1	36	[689, 679]	74	1	0	1	102	[1496, 117]	8	0	1	1	3	[468, 613]	-73	1	0	1	120	[1261, 532]	-10	0	1	1	172	[530, 832]	-62	-10	110	120	46	63	150	36	102	3	172
13	8	collaborate	contingent	98.47	779.699724308	260535.611382	258380.592324	261804.042194	264927.595902	272008.378933	None	7080.78303072	4	4	4	139	0	1	1	102	[530, 806]	37	1	0	1	14	[531, 204]	-55	0	1	1	164	[190, 809]	-25	1	0	1	40	[1493, 942]	-81	1	0	1	142	[1386, 215]	-3	0	1	1	62	[346, 881]	77	1	0	1	125	[539, 510]	14	0	1	1	112	[261, 651]	27	-3	139	142	102	14	164	40	62	125	112
14	8	collaborate	contingent	1.03	828.863273591	279340.51676	277202.699072	280608.867301	283732.972274	290746.625977	None	7013.65370229	4	4	0	23	1	0	1	92	[986, 708]	-69	0	1	1	13	[586, 564]	10	1	0	1	34	[736, 388]	-11	0	1	1	24	[405, 646]	-1	1	0	1	133	[787, 689]	70	1	0	1	69	[1279, 538]	-46	0	1	1	79	[432, 898]	-56	0	1	1	49	[280, 778]	-26	-69	23	92	13	34	24	133	69	79	49
15	8	collaborate	contingent	94.02	889.123783779	298529.539404	295740.110128	299797.84303	302921.50853	309985.635225	None	7064.12669416	4	4	1	20	0	1	1	98	[313, 223]	-78	1	0	1	14	[1317, 773]	6	1	0	1	109	[1450, 316]	-89	1	0	1	30	[685, 350]	-10	0	1	1	122	[649, 616]	78	0	1	1	138	[513, 693]	62	0	1	1	55	[572, 112]	-35	1	0	1	68	[1194, 463]	-48	6	20	14	98	109	30	122	138	55	68
16	8	collaborate	contingent	91.95	935.745670068	317267.438609	315196.681708	318536.577928	321659.272118	328673.756383	None	7014.48426494	4	4	5	112	1	0	1	67	[1260, 253]	45	0	1	1	27	[317, 198]	85	1	0	1	90	[1048, 319]	22	0	1	1	7	[401, 351]	-75	1	0	1	100	[1077, 821]	12	1	0	1	119	[1188, 684]	-7	0	1	1	173	[1017, 647]	-61	0	1	1	153	[198, 568]	-41	-7	112	119	67	27	90	7	100	173	153
17	8	collaborate	contingent	1.0	979.772946975	336038.981098	334068.576032	337391.95923	340514.436066	347595.434984	None	7080.99891836	4	4	2	89	0	1	1	126	[403, 754]	-37	0	1	1	53	[846, 779]	36	1	0	1	170	[1346, 444]	-81	0	1	1	29	[654, 115]	60	0	1	1	1	[777, 364]	88	1	0	1	155	[1349, 119]	-66	1	0	1	86	[1158, 497]	3	1	0	1	107	[1297, 683]	-18	-81	89	170	126	53	29	1	155	86	107
18	8	collaborate	contingent	81.3	1067.43395111	355294.838746	352956.444576	356563.271391	359686.6411	366717.995756	None	7031.35465648	4	4	0	57	1	0	1	46	[776, 243]	11	1	0	1	14	[991, 161]	43	0	1	1	145	[509, 826]	-88	0	1	1	73	[192, 389]	-16	0	1	1	103	[323, 793]	-46	0	1	1	123	[278, 238]	-66	1	0	1	159	[1302, 287]	78	1	0	1	30	[1057, 395]	27	11	57	46	14	145	73	103	123	159	30
19	8	collaborate	contingent	95.81	1161.31553633	375369.973877	371710.938539	376637.854524	379760.693128	386808.676264	None	7047.98313657	4	4	6	3	1	0	1	23	[1143, 621]	-20	0	1	1	90	[374, 866]	-87	0	1	1	127	[805, 788]	56	1	0	1	54	[940, 138]	-51	0	1	1	115	[945, 391]	68	0	1	1	78	[316, 143]	-75	1	0	1	8	[1100, 460]	-5	1	0	1	164	[1160, 134]	19	-5	3	8	23	90	127	54	115	78	164
20	8	collaborate	contingent	1.92	1196.31421343	395092.683242	391735.152043	396344.729318	399467.617037	406565.328004	None	7097.71096786	4	4	5	109	0	1	1	51	[589, 455]	58	1	0	1	133	[1038, 500]	-24	0	1	1	34	[852, 777]	75	0	1	1	172	[562, 758]	-63	1	0	1	113	[702, 263]	-4	1	0	1	161	[1490, 329]	-52	0	1	1	63	[1023, 708]	46	1	0	1	74	[1353, 487]	35	-52	109	161	51	133	34	172	113	63	74
21	8	collaborate	contingent	94.02	1279.08855585	415952.598551	412009.833701	417220.083709	420343.410534	427391.262818	None	7047.85228447	4	4	3	120	1	0	1	37	[828, 699]	83	1	0	1	79	[1499, 188]	41	0	1	1	110	[181, 851]	10	1	0	1	126	[644, 609]	-6	0	1	1	4	[254, 393]	-64	0	1	1	141	[357, 198]	-21	0	1	1	158	[597, 838]	-38	1	0	1	51	[520, 226]	69	-6	120	126	37	79	110	4	141	158	51
22	8	collaborate	contingent	43.85	1349.66210513	435057.859355	432485.260445	436325.656432	439448.898955	446496.608291	None	7047.7093368	4	4	1	102	1	0	1	34	[1335, 320]	68	1	0	1	80	[1198, 721]	22	1	0	1	165	[754, 175]	-63	0	1	1	64	[386, 597]	38	1	0	1	52	[1334, 945]	50	0	1	1	22	[558, 566]	80	0	1	1	11	[664, 783]	-89	0	1	1	112	[1082, 909]	-10	22	102	80	34	165	64	52	22	11	112
23	8	collaborate	contingent	8.13	1403.64153903	454379.600487	451423.719271	455649.72358	458771.442426	465785.691377	None	7014.24895108	4	4	3	58	1	0	1	139	[1478, 748]	-81	0	1	1	115	[763, 859]	-57	1	0	1	82	[611, 140]	-24	1	0	1	97	[1230, 903]	-39	0	1	1	160	[550, 826]	78	0	1	1	35	[211, 481]	23	1	0	1	71	[993, 650]	-13	0	1	1	57	[629, 403]	1	-39	58	97	139	115	82	160	35	71	57
24	8	collaborate	contingent	89.62	1450.03501392	473752.300999	470779.103689	475020.872926	478145.208449	485225.623847	None	7080.41539862	5	3	6	75	0	1	1	18	[494, 902]	57	0	1	1	111	[675, 672]	-36	1	0	1	50	[810, 313]	25	1	0	1	147	[1504, 531]	-72	1	0	1	128	[843, 898]	-53	0	1	1	174	[445, 586]	81	1	0	1	83	[284, 162]	-8	1	0	1	163	[1231, 935]	-88	-8	75	83	18	111	50	147	128	174	163
25	8	collaborate	contingent	43.85	1473.73262787	493225.199036	490303.178093	494660.780766	497784.167335	504815.458582	None	7031.29124636	4	4	5	64	0	1	1	93	[590, 855]	-29	1	0	1	145	[1417, 482]	-81	1	0	1	110	[1167, 492]	-46	0	1	1	3	[561, 113]	61	0	1	1	66	[1170, 757]	-2	1	0	1	42	[860, 264]	22	0	1	1	78	[1015, 817]	-14	1	0	1	129	[1235, 116]	-65	22	64	42	93	145	110	3	66	78	129
