trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
19	8	collaborate	contingent	0.07	151.805397275	645577.436406	643654.993584	648547.509393	651670.914656	656915.625317	None	5244.71066107	3	5	4	18	0	1	1	74	[815, 797]	-56	0	1	1	106	[1302, 689]	-88	1	0	1	55	[192, 744]	-37	1	0	1	177	[438, 894]	21	1	0	1	135	[193, 577]	63	0	1	1	117	[1276, 154]	81	0	1	1	10	[608, 536]	8	0	1	1	153	[800, 222]	45	63	18	135	74	106	55	177	117	10	153
20	8	collaborate	contingent	8.69	161.516939881	665984.880901	662225.508023	667570.650056	670693.739735	676037.04544	None	5343.30570534	3	5	2	151	1	0	1	22	[579, 665]	-51	0	1	1	77	[1476, 560]	74	1	0	1	173	[245, 464]	-22	1	0	1	102	[901, 900]	49	0	1	1	61	[1491, 731]	90	0	1	1	161	[1397, 905]	-10	0	1	1	12	[1198, 930]	-41	0	1	1	141	[1375, 424]	10	-22	151	173	22	77	102	61	161	12	141
21	8	collaborate	contingent	19.16	177.172083212	684087.472982	681681.897803	685505.66531	688629.607176	693572.547595	None	4942.94041904	3	5	1	11	1	0	1	141	[204, 361]	50	1	0	1	6	[769, 169]	5	0	1	1	167	[1088, 704]	24	0	1	1	76	[1081, 910]	-65	1	0	1	53	[677, 430]	-42	0	1	1	110	[1501, 631]	81	0	1	1	41	[1323, 533]	-30	0	1	1	21	[1058, 253]	-10	5	11	6	141	167	76	53	110	41	21
22	8	collaborate	contingent	19.97	187.218198995	701155.911565	699033.656847	710773.483279	713897.117259	722815.819983	None	8918.70272418	3	5	3	0	1	0	1	85	[247, 480]	-85	0	1	1	149	[750, 759]	31	1	0	1	37	[545, 214]	-37	1	0	1	179	[236, 771]	1	0	1	1	100	[933, 360]	80	0	1	1	54	[1062, 577]	-54	0	1	1	26	[1270, 156]	-26	0	1	1	10	[688, 292]	-10	1	0	179	85	149	37	100	54	26	10
23	8	collaborate	contingent	0.05	190.094125531	731300.296781	728726.884169	732667.912388	735791.244345	742989.243004	None	7197.99865922	3	5	5	103	1	0	1	110	[564, 244]	-7	0	1	1	160	[963, 314]	-57	0	1	1	61	[1439, 106]	42	0	1	1	121	[1149, 860]	-18	0	1	1	33	[1084, 650]	70	1	0	1	17	[855, 738]	86	1	0	1	73	[319, 454]	30	0	1	1	150	[1203, 503]	-47	86	103	17	110	160	61	121	33	73	150
24	8	collaborate	contingent	12.15	196.820326371	750405.93658	748583.765322	755981.951573	759105.646397	763581.87658	None	4476.23018388	3	5	7	132	0	1	1	100	[1472, 273]	32	0	1	1	10	[608, 479]	-58	0	1	1	68	[669, 186]	64	0	1	1	160	[1173, 363]	-28	1	0	1	37	[524, 783]	-85	0	1	1	138	[1366, 479]	-6	1	0	1	56	[274, 278]	76	1	0	1	115	[261, 704]	17	17	132	115	100	10	68	160	37	138	56
25	8	collaborate	contingent	0.31	202.341868977	777293.403405	771263.784279	784005.934894	787128.71412	795178.275545	None	8049.56142553	2	6	0	138	1	0	1	8	[189, 934]	-50	0	1	1	158	[525, 549]	-20	0	1	1	67	[605, 710]	71	0	1	1	91	[1031, 919]	47	0	1	1	173	[1018, 107]	-35	1	0	1	42	[212, 435]	-84	0	1	1	148	[1114, 475]	-10	0	1	1	136	[1346, 302]	2	-50	138	8	158	67	91	173	42	148	136
26	8	collaborate	contingent	10.73	207.785080407	803715.461184	800890.070671	807720.069231	810843.349506	820813.568374	None	9970.21886755	4	4	2	94	1	0	1	74	[204, 674]	20	0	1	1	105	[1379, 112]	-11	1	0	1	119	[440, 604]	-25	0	1	1	26	[1504, 221]	68	0	1	1	52	[1049, 677]	42	0	1	1	168	[843, 168]	-74	1	0	1	95	[460, 373]	-1	1	0	1	37	[570, 777]	57	19	94	119	74	105	26	52	168	95	37
27	8	collaborate	contingent	2.17	212.577397396	830301.308778	827143.087325	832888.444	836010.949425	841939.630264	None	5928.68083852	3	5	7	147	0	1	1	149	[977, 747]	-2	0	1	1	53	[1289, 494]	-86	1	0	1	20	[547, 749]	-53	0	1	1	124	[1427, 774]	23	0	1	1	99	[980, 899]	48	0	1	1	40	[1028, 434]	-73	1	0	1	163	[456, 251]	-16	1	0	1	3	[656, 234]	-36	-36	147	3	149	53	20	124	99	40	163
28	8	collaborate	contingent	10.04	218.029422679	850796.49309	847735.981506	856168.463104	859291.84051	864268.212359	None	4976.37184869	3	5	6	14	0	1	1	14	[1289, 917]	0	0	1	1	84	[949, 875]	-70	1	0	1	154	[495, 696]	40	0	1	1	169	[1421, 761]	25	1	0	1	67	[321, 696]	-53	0	1	1	103	[1498, 557]	-89	1	0	1	34	[349, 255]	-20	0	1	1	53	[714, 771]	-39	-20	14	34	14	84	154	169	67	103	53
29	8	collaborate	contingent	8.69	222.699601099	874357.303948	870199.24487	875123.228594	878246.735387	883892.133516	None	5645.39812944	3	5	7	143	0	1	1	8	[1006, 637]	-45	0	1	1	141	[1289, 776]	2	0	1	1	51	[617, 474]	-88	1	0	1	26	[877, 842]	-63	1	0	1	62	[365, 279]	81	0	1	1	178	[1435, 210]	-35	0	1	1	80	[738, 270]	63	1	0	1	165	[262, 469]	-22	-22	143	165	8	141	51	26	62	178	80
30	8	collaborate	contingent	16.83	238.245900404	893229.09491	891156.00503	897184.57404	900308.996797	906704.326293	None	6395.32949623	3	5	2	76	1	0	1	151	[466, 861]	-75	0	1	1	67	[1168, 708]	9	1	0	1	86	[274, 219]	-10	0	1	1	47	[998, 277]	29	0	1	1	168	[1191, 453]	88	0	1	1	27	[996, 747]	49	1	0	1	124	[536, 328]	-48	0	1	1	12	[1504, 492]	64	-10	76	86	151	67	47	168	27	124	12
