trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	84.27	55.3855101873	20578.3218644	9205.11120348	22013.1648879	25136.7580295	32183.6779875	None	7046.91995798	4	4	6	27	0	1	1	61	[1352, 914]	-34	0	1	1	120	[423, 605]	87	1	0	1	104	[1150, 496]	-77	1	0	1	131	[1005, 324]	76	0	1	1	7	[1204, 866]	20	0	1	1	86	[730, 944]	-59	1	0	1	17	[853, 190]	10	1	0	1	159	[615, 143]	48	10	27	17	61	120	104	131	7	86	159
2	8	collaborate	contingent	17.84	100.069852603	45644.5773505	38295.2894208	48214.4699774	51337.9062415	58384.7374976	None	7046.83125617	5	3	3	131	1	0	1	58	[1014, 222]	73	0	1	1	15	[749, 850]	-64	1	0	1	28	[537, 283]	-77	1	0	1	163	[1045, 608]	-32	0	1	1	43	[643, 571]	88	1	0	1	78	[214, 420]	53	1	0	1	114	[1065, 401]	17	0	1	1	177	[1512, 465]	-46	-32	131	163	58	15	28	43	78	114	177
3	8	collaborate	contingent	99.83	195.961437829	72295.9198634	63695.3052552	73564.4319675	76688.601671	83734.6379097	None	7046.03623872	4	4	3	130	1	0	1	98	[487, 623]	32	0	1	1	150	[1008, 823]	-20	0	1	1	42	[245, 574]	88	1	0	1	129	[1197, 494]	1	1	0	1	17	[712, 663]	-67	1	0	1	63	[995, 651]	67	0	1	1	160	[418, 916]	-30	0	1	1	117	[1389, 798]	13	1	130	129	98	150	42	17	63	160	117
4	8	collaborate	contingent	95.81	290.877441958	97830.1822199	88761.2315916	99331.6718238	102454.910158	109485.523278	None	7030.6131201	4	4	3	87	1	0	1	173	[1138, 152]	-86	0	1	1	42	[242, 432]	45	0	1	1	11	[1126, 762]	76	1	0	1	82	[1315, 250]	5	1	0	1	22	[861, 206]	65	1	0	1	66	[1479, 162]	21	0	1	1	127	[768, 686]	-40	0	1	1	141	[442, 767]	-54	5	87	82	173	42	11	22	66	127	141
5	8	collaborate	contingent	81.3	368.978161712	122678.871962	114895.656984	123946.796142	127069.686267	134084.286511	None	7014.60024441	5	3	2	158	1	0	1	20	[799, 162]	-42	1	0	1	147	[1027, 184]	11	1	0	1	169	[198, 318]	-11	1	0	1	59	[1406, 276]	-81	0	1	1	103	[1303, 885]	55	0	1	1	93	[990, 924]	65	0	1	1	34	[614, 807]	-56	1	0	1	10	[953, 315]	-32	-11	158	169	20	147	59	103	93	34	10
6	8	collaborate	contingent	12.89	399.003864494	148161.70523	139360.469856	149915.059588	153037.406139	160118.018856	None	7080.61271691	4	4	1	65	1	0	1	46	[1112, 702]	19	1	0	1	30	[1015, 367]	35	0	1	1	64	[894, 832]	1	0	1	1	15	[357, 941]	50	0	1	1	79	[459, 797]	-14	1	0	1	106	[535, 326]	-41	1	0	1	116	[1298, 469]	-51	0	1	1	129	[354, 570]	-64	35	65	30	46	64	15	79	106	116	129
7	8	collaborate	contingent	95.81	493.919868624	170826.479103	165461.871051	172576.274026	175698.741534	182712.887273	None	7014.14573927	4	4	3	172	1	0	1	77	[950, 279]	-85	1	0	1	37	[362, 700]	-45	0	1	1	134	[1094, 929]	38	1	0	1	167	[660, 266]	5	0	1	1	113	[1351, 408]	59	1	0	1	7	[657, 421]	-15	0	1	1	152	[1034, 791]	20	0	1	1	61	[509, 846]	-69	5	172	167	77	37	134	113	7	152	61
8	8	collaborate	contingent	81.3	584.569868624	197925.972476	188022.7916	199194.347496	202317.556874	209347.851107	None	7030.29423343	5	3	3	45	0	1	1	16	[1479, 912]	29	0	1	1	67	[713, 706]	-22	1	0	1	101	[399, 271]	-56	1	0	1	34	[428, 625]	11	1	0	1	116	[593, 341]	-71	0	1	1	88	[499, 926]	-43	1	0	1	155	[1074, 178]	70	1	0	1	144	[298, 774]	81	11	45	34	16	67	101	116	88	155	144
9	8	collaborate	contingent	98.47	683.04007709	222240.417089	216278.665529	223492.229795	226615.177832	233729.20694	None	7114.02910739	4	4	2	120	0	1	1	147	[401, 587]	-27	0	1	1	55	[954, 767]	65	1	0	1	117	[600, 156]	3	0	1	1	44	[402, 926]	76	1	0	1	32	[427, 271]	88	0	1	1	15	[1326, 819]	-75	1	0	1	66	[1165, 424]	54	1	0	1	87	[913, 333]	33	3	120	117	147	55	44	32	15	66	87
10	8	collaborate	contingent	99.32	782.614510992	247223.215902	239123.883072	248491.203126	251614.282384	258645.363571	None	7031.08118708	5	3	2	164	0	1	1	59	[1002, 896]	-75	1	0	1	71	[1494, 723]	-87	1	0	1	166	[700, 903]	-2	0	1	1	145	[1332, 894]	19	1	0	1	133	[262, 652]	31	1	0	1	7	[525, 541]	-23	0	1	1	44	[776, 708]	-60	1	0	1	106	[493, 185]	58	-2	164	166	59	71	145	133	7	44	106
