trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
11	8	collaborate	contingent	37.55	851.296519448	275170.973623	269274.902116	277258.893521	280382.387504	287479.786469	None	7097.39896533	3	5	0	160	1	0	1	4	[800, 930]	-24	0	1	1	77	[638, 923]	83	0	1	1	142	[539, 273]	18	0	1	1	87	[401, 766]	73	1	0	1	124	[1008, 167]	36	0	1	1	51	[299, 362]	-71	1	0	1	62	[1275, 107]	-82	0	1	1	27	[671, 664]	-47	-24	160	4	77	142	87	124	51	62	27
12	8	collaborate	contingent	3.98	901.935068731	302242.83581	292609.721276	303497.869308	306617.921489	313682.593645	None	7064.67215644	4	4	5	48	1	0	1	109	[1389, 189]	-61	1	0	1	52	[1238, 178]	-4	0	1	1	12	[778, 260]	36	0	1	1	158	[566, 121]	70	0	1	1	26	[248, 115]	22	1	0	1	93	[955, 789]	-45	0	1	1	134	[270, 628]	-86	1	0	1	41	[1160, 469]	7	-45	48	93	109	52	12	158	26	134	41
13	8	collaborate	contingent	100.0	994.070948458	325474.314774	318792.55757	329497.602468	332620.940671	339686.013088	None	7065.07241713	3	5	2	23	0	1	1	117	[1027, 585]	86	1	0	1	106	[714, 811]	-83	1	0	1	23	[1141, 803]	0	0	1	1	78	[1447, 306]	-55	0	1	1	41	[673, 376]	-18	0	1	1	159	[992, 178]	44	1	0	1	144	[435, 853]	59	0	1	1	62	[1149, 315]	-39	0	23	23	117	106	78	41	159	144	62
14	8	collaborate	contingent	99.83	1070.99285161	353399.790779	346516.956465	354499.217439	357623.105451	364636.079835	None	7012.97438405	3	5	7	26	0	1	1	159	[1349, 275]	47	0	1	1	69	[368, 267]	-43	0	1	1	170	[1174, 127]	36	1	0	1	94	[305, 723]	-68	0	1	1	114	[627, 123]	-88	0	1	1	82	[1224, 554]	-56	1	0	1	17	[464, 776]	9	1	0	1	27	[1195, 859]	-1	-1	26	27	159	69	170	94	114	82	17
15	8	collaborate	contingent	78.17	1159.31306008	376260.279772	369798.395072	377780.290607	380903.742437	388000.468437	None	7096.72599957	4	4	1	15	0	1	1	93	[711, 131]	-78	1	0	1	27	[1208, 392]	-12	0	1	1	157	[1032, 279]	38	0	1	1	104	[747, 348]	-89	1	0	1	123	[1429, 717]	72	0	1	1	15	[273, 545]	0	1	0	1	66	[714, 684]	-51	1	0	1	39	[1137, 645]	-24	-12	15	27	93	157	104	123	15	66	39
16	8	collaborate	contingent	100.0	1243.35173718	399908.565725	392927.213768	401176.972768	404301.305392	408742.82848	None	4441.5230872	4	4	5	69	1	0	1	56	[1060, 495]	13	0	1	1	100	[230, 580]	-31	1	0	1	85	[1093, 231]	-16	1	0	1	24	[745, 849]	45	0	1	1	157	[391, 236]	-88	1	0	1	69	[1389, 685]	0	0	1	1	3	[516, 460]	66	0	1	1	39	[431, 770]	30	0	69	69	56	100	85	24	157	3	39
17	8	collaborate	contingent	74.9	1314.84041428	423072.556046	416943.943345	425092.390942	428216.017611	432407.767403	None	4191.74979162	3	5	3	159	0	1	1	101	[1109, 337]	58	0	1	1	115	[460, 587]	44	0	1	1	5	[294, 761]	-26	1	0	1	172	[1475, 451]	-13	0	1	1	19	[1372, 158]	-40	1	0	1	89	[967, 761]	70	0	1	1	69	[242, 126]	90	1	0	1	131	[655, 888]	28	-13	159	172	101	115	5	19	89	69	131
18	8	collaborate	contingent	0.0	1315.34174242	None	440875.423628	455971.981019	459044.905803	459044.941724	None	0.035920829745	0	8	-1	None	0	1	1	126	[1098, 151]	nan	0	1	1	176	[1423, 174]	nan	0	1	1	58	[199, 115]	nan	0	1	1	33	[1476, 665]	nan	0	1	1	8	[598, 140]	nan	0	1	1	47	[473, 733]	nan	0	1	1	113	[1285, 728]	nan	0	1	1	146	[381, 324]	nan	nan	None	146	126	176	58	33	8	47	113
19	8	collaborate	contingent	84.27	1377.79785687	482810.790691	472689.816664	484697.143048	487820.616138	494901.634838	None	7081.01870009	4	4	4	61	0	1	1	125	[1161, 421]	-64	1	0	1	145	[627, 664]	-84	0	1	1	97	[208, 137]	-36	1	0	1	110	[288, 534]	-49	1	0	1	71	[1406, 869]	-10	0	1	1	161	[1190, 222]	80	1	0	1	9	[422, 686]	52	0	1	1	60	[887, 312]	1	-10	61	71	125	145	97	110	161	9	60
20	8	collaborate	contingent	95.81	1427.12211667	508246.09361	500563.229825	509681.540212	512805.406965	517383.243739	None	4577.83677428	4	4	4	49	1	0	1	23	[307, 610]	26	0	1	1	97	[778, 236]	-48	0	1	1	113	[1300, 524]	-64	1	0	1	164	[197, 480]	65	1	0	1	54	[579, 708]	-5	0	1	1	85	[460, 379]	-36	1	0	1	125	[811, 860]	-76	0	1	1	74	[255, 141]	-25	-5	49	54	23	97	113	164	85	125	74
21	8	collaborate	contingent	84.27	1518.49232513	533748.713265	525213.984419	535185.524125	538307.867175	544670.012191	None	6362.14501606	4	4	4	127	1	0	1	132	[1267, 814]	-5	0	1	1	147	[232, 137]	-20	0	1	1	1	[576, 581]	-54	1	0	1	68	[1402, 711]	59	1	0	1	117	[1330, 333]	10	0	1	1	162	[409, 207]	-35	0	1	1	99	[1110, 465]	28	1	0	1	21	[1473, 869]	-74	10	127	117	132	147	1	68	162	99	21
22	8	collaborate	contingent	91.95	1607.99460204	558884.383309	550549.046229	560502.087807	563625.112253	567833.95816	None	4208.8459077	3	5	4	123	1	0	1	103	[840, 694]	20	0	1	1	4	[792, 236]	-61	0	1	1	136	[1057, 210]	-13	0	1	1	148	[1251, 462]	-25	1	0	1	116	[467, 897]	7	0	1	1	162	[372, 593]	-39	0	1	1	76	[613, 676]	47	1	0	1	17	[1245, 922]	-74	7	123	116	103	4	136	148	162	76	17
23	8	collaborate	contingent	47.16	1679.47924016	584803.060381	575799.898615	586638.398928	589745.036511	594655.194849	None	4910.15833755	4	4	2	121	0	1	1	86	[1111, 345]	35	1	0	1	160	[1375, 827]	-39	1	0	1	100	[628, 876]	21	1	0	1	66	[1192, 481]	55	0	1	1	143	[851, 112]	-22	0	1	1	38	[370, 155]	83	1	0	1	124	[1352, 486]	-3	0	1	1	112	[926, 383]	9	21	121	100	86	160	66	143	38	124	112
24	8	collaborate	contingent	95.81	1770.91151706	608734.12171	602053.326306	610386.766546	613510.118678	620591.263834	None	7081.14515607	3	5	6	138	1	0	1	79	[856, 828]	59	0	1	1	153	[468, 107]	-15	0	1	1	69	[226, 696]	69	0	1	1	164	[703, 131]	-26	1	0	1	38	[1220, 509]	-80	0	1	1	178	[386, 553]	-40	1	0	1	143	[1337, 807]	-5	0	1	1	106	[599, 831]	32	-5	138	143	79	153	69	164	38	178	106
25	8	collaborate	contingent	95.81	1864.79310229	633953.148607	625584.722944	635554.866503	638680.115841	643171.006612	None	4490.89077062	4	4	3	167	1	0	1	86	[1035, 493]	81	0	1	1	102	[342, 579]	65	0	1	1	122	[1156, 188]	45	1	0	1	162	[399, 836]	5	1	0	1	172	[750, 819]	-5	0	1	1	30	[580, 117]	-43	0	1	1	9	[384, 380]	-22	1	0	1	55	[1244, 826]	-68	5	167	162	86	102	122	172	30	9	55
