trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	1.0	1.26405672163	32518.1925012	14382.159451	33769.69605	36892.7847249	38863.6172702	None	1970.83254527	5	3	4	67	1	0	1	128	[869, 218]	-61	0	1	1	110	[1255, 542]	-43	1	0	1	153	[505, 676]	-86	0	1	1	28	[1168, 867]	39	1	0	1	164	[522, 323]	83	1	0	1	59	[1030, 181]	8	1	0	1	97	[1430, 514]	-30	0	1	1	48	[884, 695]	19	83	67	164	128	110	153	28	59	97	48
2	8	collaborate	contingent	91.95	52.3732427009	58201.8736081	48582.5203467	59453.6143086	62576.9166766	65282.9486858	None	2706.03200924	4	4	6	154	0	1	1	130	[411, 942]	24	0	1	1	66	[220, 569]	88	0	1	1	42	[469, 668]	-68	1	0	1	107	[290, 390]	47	1	0	1	149	[682, 463]	5	0	1	1	89	[1078, 882]	65	1	0	1	161	[1358, 488]	-7	1	0	1	55	[571, 123]	-81	-7	154	161	130	66	42	107	149	89	55
3	8	collaborate	contingent	99.32	151.691864748	79560.5532121	74901.1150893	80662.1494224	83785.2010767	86525.0640346	None	2739.86295786	4	4	0	1	1	0	1	179	[274, 155]	2	0	1	1	47	[1164, 611]	-46	1	0	1	9	[538, 245]	-8	1	0	1	108	[1169, 226]	73	0	1	1	138	[963, 924]	43	1	0	1	157	[693, 219]	24	0	1	1	91	[968, 748]	90	0	1	1	24	[382, 768]	-23	2	1	179	47	9	108	138	157	91	24
4	8	collaborate	contingent	24.11	212.982073214	102038.269387	95976.4252192	103841.328313	106964.317656	110070.528976	None	3106.21132082	4	4	7	174	0	1	1	27	[1196, 494]	-33	0	1	1	95	[226, 760]	79	0	1	1	69	[469, 739]	-75	1	0	1	80	[174, 306]	-86	1	0	1	50	[615, 259]	-56	1	0	1	127	[1193, 160]	47	0	1	1	0	[1426, 128]	-6	1	0	1	145	[330, 145]	29	29	174	145	27	95	69	80	50	127	0
5	8	collaborate	contingent	99.83	301.981074708	126570.213752	119238.466072	127754.782253	130878.120542	133016.167732	None	2138.04718988	4	4	2	93	0	1	1	127	[854, 937]	-34	0	1	1	16	[686, 732]	77	1	0	1	94	[1176, 474]	-1	1	0	1	74	[387, 190]	19	0	1	1	84	[1400, 707]	9	1	0	1	143	[203, 118]	-50	0	1	1	43	[262, 731]	50	1	0	1	174	[1390, 161]	-81	-1	93	94	127	16	74	84	143	43	174
6	8	collaborate	contingent	99.32	396.452653978	145991.601093	142734.534926	147260.668159	150383.283264	153272.123647	None	2888.84038337	4	4	2	36	0	1	1	73	[1474, 510]	-37	0	1	1	170	[932, 890]	46	1	0	1	38	[1146, 213]	-2	1	0	1	15	[997, 423]	21	0	1	1	90	[289, 480]	-54	0	1	1	51	[537, 580]	-15	1	0	1	4	[857, 356]	32	1	0	1	110	[1464, 114]	-74	-2	36	38	73	170	15	90	51	4	110
7	8	collaborate	contingent	81.3	460.683356761	167934.688727	162674.6994	169188.247468	172293.166	175116.108279	None	2822.94227868	4	4	3	166	0	1	1	41	[413, 777]	-55	1	0	1	116	[210, 189]	50	0	1	1	19	[937, 941]	-33	1	0	1	177	[1122, 780]	-11	1	0	1	151	[535, 183]	15	1	0	1	31	[1350, 321]	-45	0	1	1	54	[244, 753]	-68	0	1	1	161	[407, 608]	5	-11	166	177	41	116	19	151	31	54	161
8	8	collaborate	contingent	21.86	521.527790663	192115.754934	184199.694525	193668.325629	196791.206475	199213.401305	None	2422.19482943	4	4	3	95	1	0	1	103	[529, 726]	-8	0	1	1	21	[1293, 308]	74	1	0	1	10	[473, 245]	85	1	0	1	65	[722, 902]	30	0	1	1	91	[1450, 834]	4	0	1	1	146	[960, 188]	-51	1	0	1	175	[206, 487]	-80	0	1	1	113	[1400, 506]	-18	30	95	65	103	21	10	91	146	175	113
9	8	collaborate	contingent	97.3	619.412999129	215196.46677	209632.977203	216763.640069	219886.950867	222675.534746	None	2788.58387838	4	4	7	9	1	0	1	65	[610, 738]	-56	1	0	1	118	[1345, 237]	71	1	0	1	169	[544, 281]	20	0	1	1	101	[1142, 885]	88	0	1	1	28	[933, 735]	-19	0	1	1	90	[1419, 755]	-81	0	1	1	143	[794, 796]	46	1	0	1	13	[245, 236]	-4	-4	9	13	65	118	169	101	28	90	143
10	8	collaborate	contingent	10.27	674.206621176	237638.502067	231960.326397	238957.145193	242081.000303	246489.541502	None	4408.54119841	4	4	0	77	1	0	1	40	[191, 624]	37	0	1	1	167	[1331, 335]	90	0	1	1	103	[442, 826]	-26	1	0	1	10	[444, 209]	67	0	1	1	66	[1475, 622]	11	0	1	1	133	[1159, 375]	-56	1	0	1	51	[206, 779]	26	1	0	1	0	[739, 215]	77	37	77	40	167	103	10	66	133	51	0
11	8	collaborate	contingent	61.05	705.234559661	261052.220649	254421.341523	262386.588726	265509.894026	272590.524857	None	7080.63083074	4	4	1	47	0	1	1	62	[1403, 771]	-15	1	0	1	30	[894, 115]	17	0	1	1	102	[1428, 289]	-55	1	0	1	85	[1227, 855]	-38	0	1	1	12	[1222, 502]	35	1	0	1	165	[619, 475]	62	0	1	1	144	[909, 274]	83	1	0	1	113	[352, 124]	-66	17	47	30	62	102	85	12	165	144	113
12	8	collaborate	contingent	91.95	801.123993563	286769.813709	277417.348065	288204.295341	291327.322803	294217.109961	None	2889.7871573	4	4	5	29	0	1	1	73	[1329, 507]	-44	1	0	1	48	[759, 723]	-19	0	1	1	100	[1474, 782]	-71	0	1	1	7	[1492, 317]	22	1	0	1	38	[588, 403]	-9	1	0	1	22	[914, 153]	7	1	0	1	162	[191, 837]	47	0	1	1	128	[1292, 123]	81	7	29	22	73	48	100	7	38	162	128
13	8	collaborate	contingent	98.47	851.07691234	316744.54258	303368.576196	317996.10844	321119.542396	323123.36468	None	2003.82228361	4	4	7	51	1	0	1	58	[344, 586]	-7	0	1	1	5	[1450, 504]	46	0	1	1	33	[1313, 880]	18	0	1	1	70	[1362, 693]	-19	1	0	1	119	[333, 292]	-68	1	0	1	81	[495, 591]	-30	0	1	1	130	[1255, 569]	-79	1	0	1	48	[564, 339]	3	3	51	48	58	5	33	70	119	81	130
14	8	collaborate	contingent	100.0	912.008925263	341376.974003	332943.48533	342694.785449	345818.024406	349007.470827	None	3189.44642132	4	4	5	0	1	0	1	133	[524, 281]	47	1	0	1	170	[804, 865]	10	0	1	1	70	[1267, 303]	-70	0	1	1	11	[1033, 356]	-11	1	0	1	22	[683, 655]	-22	1	0	1	0	[1500, 910]	0	0	1	1	47	[1435, 669]	-47	0	1	1	106	[1301, 593]	74	0	0	0	133	170	70	11	22	47	106
15	8	collaborate	contingent	95.81	1006.92492939	365306.78371	357641.296204	367043.078397	370172.301493	374107.321938	None	3935.02044563	4	4	7	149	1	0	1	159	[517, 353]	-10	0	1	1	104	[1115, 764]	45	1	0	1	43	[1120, 196]	-74	0	1	1	74	[1392, 865]	75	0	1	1	17	[316, 509]	-48	0	1	1	85	[437, 903]	64	1	0	1	5	[234, 367]	-36	1	0	1	144	[730, 287]	5	5	149	144	159	104	43	74	17	85	5
16	8	collaborate	contingent	74.9	1094.03355144	385312.747323	381772.291889	386881.766886	390005.263521	392994.984261	None	2989.72074018	4	4	4	171	0	1	1	139	[325, 671]	32	0	1	1	161	[673, 914]	10	1	0	1	20	[916, 304]	-29	0	1	1	31	[675, 598]	-40	1	0	1	4	[1006, 133]	-13	1	0	1	149	[697, 146]	22	1	0	1	83	[1293, 109]	88	0	1	1	58	[335, 889]	-67	-13	171	4	139	161	20	31	149	83	58
17	8	collaborate	contingent	97.3	1155.93406163	413551.7819	401945.059621	414803.400542	417926.623004	420565.309441	None	2638.68643639	4	4	0	21	1	0	1	17	[1418, 753]	4	1	0	1	32	[1112, 771]	-11	0	1	1	62	[975, 919]	-41	0	1	1	137	[478, 596]	64	1	0	1	108	[441, 139]	-87	1	0	1	78	[1343, 442]	-57	0	1	1	163	[660, 623]	38	0	1	1	122	[974, 700]	79	4	21	17	32	62	137	108	78	163	122
18	8	collaborate	contingent	61.05	1236.37349553	434560.166145	429749.79767	435894.946214	439018.768336	441406.317764	None	2387.54942798	4	4	4	154	1	0	1	150	[884, 130]	4	0	1	1	40	[727, 798]	-66	0	1	1	100	[417, 809]	54	1	0	1	129	[1006, 258]	25	1	0	1	171	[291, 235]	-17	0	1	1	117	[305, 941]	37	1	0	1	66	[467, 298]	88	0	1	1	30	[913, 841]	-56	-17	154	171	150	40	100	129	117	66	30
19	8	collaborate	contingent	87.05	1286.34376292	458023.197244	450774.687231	459341.29056	462464.395362	465537.874623	None	3073.47926041	5	3	2	84	1	0	1	78	[666, 714]	6	1	0	1	10	[347, 894]	74	1	0	1	93	[1030, 804]	-9	0	1	1	67	[1294, 327]	17	0	1	1	21	[1180, 494]	63	1	0	1	154	[865, 749]	-70	0	1	1	168	[1118, 651]	-84	1	0	1	136	[469, 339]	-52	-9	84	93	78	10	67	21	154	168	136
20	8	collaborate	contingent	10.27	1330.56276442	476943.762068	474121.664665	478495.651364	481618.754334	484525.53284	None	2906.77850548	5	3	4	170	0	1	1	84	[762, 910]	86	1	0	1	15	[743, 387]	-25	1	0	1	167	[926, 134]	3	1	0	1	38	[477, 586]	-48	1	0	1	133	[634, 653]	37	0	1	1	69	[1396, 888]	-79	0	1	1	108	[557, 873]	62	1	0	1	157	[320, 422]	13	37	170	133	84	15	167	38	69	108	157
21	8	collaborate	contingent	1.77	1381.44776442	501959.291653	493325.133457	503294.520001	506417.804775	511945.147958	None	5527.34318301	5	3	0	0	1	0	1	53	[672, 255]	-53	1	0	1	35	[1268, 561]	-35	1	0	1	137	[583, 936]	43	0	1	1	107	[1171, 371]	73	0	1	1	75	[214, 474]	-75	1	0	1	179	[1194, 139]	1	0	1	1	93	[369, 458]	87	1	0	1	163	[294, 821]	17	-53	0	53	35	137	107	75	179	93	163
22	8	collaborate	contingent	37.55	1416.09284033	527342.833328	518507.932668	528611.267013	531734.219701	535224.269228	None	3490.04952694	4	4	5	33	1	0	1	29	[880, 194]	4	0	1	1	160	[1068, 119]	53	0	1	1	2	[1258, 276]	31	1	0	1	73	[869, 722]	-40	0	1	1	43	[1285, 107]	-10	1	0	1	57	[943, 393]	-24	0	1	1	133	[1408, 237]	80	1	0	1	19	[1362, 495]	14	-24	33	57	29	160	2	73	43	133	19
23	8	collaborate	contingent	89.62	1510.56146238	552374.960963	544291.932958	553944.111748	557067.313317	560106.706883	None	3039.39356619	4	4	0	24	1	0	1	32	[701, 186]	-8	1	0	1	115	[351, 605]	89	0	1	1	98	[1315, 576]	-74	0	1	1	161	[1446, 500]	43	0	1	1	66	[1204, 345]	-42	1	0	1	48	[623, 665]	-24	1	0	1	137	[499, 328]	67	0	1	1	176	[707, 931]	28	-8	24	32	115	98	161	66	48	137	176
24	8	collaborate	contingent	68.08	1571.60836553	572866.437799	565801.56674	574033.651344	577157.982224	580513.450568	None	3355.46834337	4	4	3	23	0	1	1	144	[213, 789]	59	1	0	1	85	[640, 264]	-62	0	1	1	160	[1303, 899]	43	1	0	1	38	[471, 215]	-15	1	0	1	0	[580, 777]	23	1	0	1	11	[198, 460]	12	0	1	1	97	[1461, 274]	-74	0	1	1	59	[868, 781]	-36	-15	23	38	144	85	160	0	11	97	59
25	8	collaborate	contingent	1.0	1612.75867343	596996.492575	588996.932057	598481.821794	601605.075045	604878.48305	None	3273.40800495	4	4	1	17	0	1	1	67	[1482, 676]	-50	1	0	1	116	[776, 189]	81	1	0	1	134	[888, 770]	63	1	0	1	4	[1141, 387]	13	1	0	1	106	[1171, 871]	-89	0	1	1	54	[187, 556]	-37	0	1	1	166	[667, 708]	31	0	1	1	78	[571, 890]	-61	81	17	116	67	134	4	106	54	166	78
