trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	14.4	57.1144339021	28243.8481912	21646.482581	29512.5253737	32636.6406399	39667.7264533	None	7031.0858134	5	3	7	3	1	0	1	176	[689, 778]	7	0	1	1	165	[524, 214]	18	1	0	1	70	[1436, 204]	-67	0	1	1	12	[490, 525]	-9	1	0	1	45	[1403, 612]	-42	1	0	1	88	[1255, 384]	-85	0	1	1	31	[345, 607]	-28	1	0	1	149	[934, 907]	34	34	3	149	176	165	70	12	45	88	31
2	8	collaborate	contingent	97.3	134.523633	54063.8184869	47716.1781556	55333.2639353	58455.5443069	63331.2483368	None	4875.70402995	4	4	6	169	1	0	1	30	[377, 358]	-41	0	1	1	90	[1076, 621]	79	0	1	1	51	[1219, 105]	-62	1	0	1	67	[389, 893]	-78	0	1	1	117	[922, 263]	52	1	0	1	11	[514, 673]	-22	1	0	1	165	[189, 648]	4	0	1	1	137	[1490, 462]	32	4	169	165	30	90	51	67	117	11	137
3	8	collaborate	contingent	98.47	233.417255047	75506.76118	68876.1017249	76609.2839952	79732.2025114	84692.0910395	None	4959.88852813	4	4	7	27	0	1	1	173	[1453, 310]	34	1	0	1	98	[533, 851]	-71	1	0	1	70	[731, 911]	-43	0	1	1	146	[748, 285]	61	1	0	1	54	[560, 637]	-27	0	1	1	41	[395, 144]	-14	0	1	1	110	[832, 122]	-83	1	0	1	24	[957, 658]	3	3	27	24	173	98	70	146	54	41	110
4	8	collaborate	contingent	99.32	296.327765234	96182.2699912	89952.5720414	98620.5301475	101743.466258	103980.934103	None	2237.46784536	4	4	2	101	0	1	1	54	[372, 444]	47	1	0	1	124	[637, 448]	-23	1	0	1	103	[1368, 704]	-2	0	1	1	150	[858, 319]	-49	1	0	1	4	[1154, 944]	-83	0	1	1	43	[243, 116]	58	1	0	1	92	[505, 904]	9	0	1	1	136	[175, 618]	-35	-2	101	103	54	124	150	4	43	92	136
5	8	collaborate	contingent	89.62	391.052199136	122920.891702	114485.762156	124172.281435	127295.883913	131605.695211	None	4309.81129835	4	4	3	20	0	1	1	90	[1250, 416]	-70	1	0	1	109	[925, 940]	-89	0	1	1	155	[496, 642]	45	1	0	1	28	[1280, 686]	-8	1	0	1	168	[1365, 933]	32	1	0	1	64	[725, 298]	-44	0	1	1	124	[533, 253]	76	0	1	1	11	[1259, 207]	9	-8	20	28	90	109	155	168	64	124	11
6	8	collaborate	contingent	64.57	424.055117914	146620.744939	137215.22662	147720.180396	150844.494693	156957.739876	None	6113.24518313	4	4	2	137	0	1	1	93	[168, 713]	44	1	0	1	38	[801, 845]	-81	1	0	1	153	[1452, 437]	-16	1	0	1	142	[1335, 801]	-5	1	0	1	11	[973, 635]	-54	0	1	1	52	[777, 242]	85	0	1	1	109	[266, 344]	28	0	1	1	83	[1288, 181]	54	-16	137	153	93	38	142	11	52	109	83
7	8	collaborate	contingent	97.3	487.228512752	167880.315092	162700.713872	169298.443455	172420.577944	179236.657794	None	6816.07984981	4	4	4	92	1	0	1	169	[1093, 679]	-77	0	1	1	58	[530, 637]	34	1	0	1	39	[794, 844]	53	1	0	1	156	[1443, 700]	-64	1	0	1	96	[1193, 931]	-4	0	1	1	115	[401, 448]	-23	0	1	1	83	[1240, 600]	9	0	1	1	142	[896, 287]	-50	-4	92	96	169	58	39	156	115	83	142
8	8	collaborate	contingent	1.0	537.728512752	189907.732215	184595.280736	191660.115636	194783.712249	198056.050058	None	3272.33780829	4	4	1	134	1	0	1	57	[939, 684]	77	1	0	1	42	[921, 854]	-88	1	0	1	20	[1373, 525]	-66	0	1	1	162	[995, 335]	-28	0	1	1	87	[1062, 109]	47	0	1	1	118	[434, 880]	16	1	0	1	174	[1110, 513]	-40	0	1	1	131	[208, 373]	3	-88	134	42	57	20	162	87	118	174	131
9	8	collaborate	contingent	47.16	586.585892923	210097.855306	204569.951052	211919.13488	215041.571031	217646.908133	None	2605.33710233	4	4	0	117	1	0	1	138	[918, 905]	-21	1	0	1	101	[1269, 176]	16	0	1	1	13	[604, 131]	-76	0	1	1	51	[349, 245]	66	1	0	1	90	[1262, 454]	27	0	1	1	177	[528, 341]	-60	0	1	1	25	[725, 308]	-88	1	0	1	66	[1345, 627]	51	-21	117	138	101	13	51	90	177	25	66
10	8	collaborate	contingent	47.16	657.176897053	233930.671698	226899.784915	235031.911259	238156.187803	243064.422177	None	4908.23437389	4	4	3	60	1	0	1	143	[212, 762]	-83	0	1	1	119	[1408, 394]	-59	0	1	1	12	[1124, 293]	48	1	0	1	39	[286, 524]	21	1	0	1	79	[600, 531]	-19	0	1	1	105	[1347, 178]	-45	1	0	1	61	[669, 805]	-1	0	1	1	95	[633, 118]	-35	21	60	39	143	119	12	79	105	61	95
