trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	17.84	55.9310041299	31193.1345511	14359.6919887	32428.2203876	35534.5981177	39810.9666697	None	4276.368552	4	4	4	149	1	0	1	160	[1111, 233]	-11	0	1	1	70	[1025, 814]	79	1	0	1	14	[835, 204]	-45	0	1	1	147	[980, 430]	2	1	0	1	1	[202, 151]	-32	0	1	1	42	[583, 463]	-73	1	0	1	104	[527, 241]	45	0	1	1	27	[1149, 672]	-58	-32	149	1	160	70	14	147	42	104	27
2	8	collaborate	contingent	1.64	82.0283843008	53453.9529919	44752.9037333	54689.207437	57796.25447	62371.0448455	None	4574.79037553	4	4	4	63	1	0	1	81	[212, 772]	-18	1	0	1	47	[1190, 292]	16	0	1	1	93	[954, 887]	-30	0	1	1	161	[670, 891]	82	1	0	1	9	[460, 409]	54	0	1	1	71	[1294, 874]	-8	1	0	1	142	[518, 660]	-79	0	1	1	31	[1509, 806]	32	54	63	9	81	47	93	161	71	142	31
3	8	collaborate	contingent	98.47	143.316502431	72359.0860974	67230.7203399	73610.1157095	76717.5146213	82110.229337	None	5392.71471572	4	4	4	148	1	0	1	110	[686, 126]	38	0	1	1	155	[1289, 248]	-7	0	1	1	20	[1250, 503]	-52	1	0	1	65	[507, 606]	83	1	0	1	145	[229, 738]	3	0	1	1	79	[1239, 699]	69	0	1	1	51	[1470, 454]	-83	1	0	1	123	[1070, 596]	25	3	148	145	110	155	20	65	79	51	123
4	8	collaborate	contingent	68.08	178.074421209	90477.3302075	87771.2806043	91730.0103511	94835.4497378	97641.7232239	None	2806.27348608	4	4	4	136	1	0	1	64	[294, 726]	72	0	1	1	43	[1118, 876]	-87	0	1	1	139	[1019, 432]	-3	0	1	1	33	[1340, 304]	-77	1	0	1	121	[406, 113]	15	1	0	1	178	[421, 370]	-42	0	1	1	14	[1408, 661]	-58	1	0	1	94	[576, 512]	42	15	136	121	64	43	139	33	178	14	94
5	8	collaborate	contingent	61.05	258.599421209	107660.953768	102350.502087	108779.329099	111887.057164	115326.936836	None	3439.87967211	4	4	1	105	0	1	1	47	[1042, 601]	58	1	0	1	88	[683, 805]	17	1	0	1	25	[375, 649]	80	0	1	1	71	[1080, 199]	34	0	1	1	120	[613, 131]	-15	0	1	1	153	[1440, 275]	-48	1	0	1	11	[1061, 877]	-86	1	0	1	61	[288, 937]	44	17	105	88	47	25	71	120	153	11	61
6	8	collaborate	contingent	98.47	319.887539339	129387.321073	120018.55501	130589.570752	133695.73259	138072.371209	None	4376.63861899	4	4	3	33	0	1	1	24	[606, 781]	9	1	0	1	0	[569, 464]	33	0	1	1	65	[303, 685]	-32	1	0	1	36	[1335, 219]	-3	0	1	1	106	[298, 369]	-73	0	1	1	79	[418, 907]	-46	1	0	1	132	[1305, 856]	81	1	0	1	53	[982, 939]	-20	-3	33	36	24	0	65	106	79	132	53
7	8	collaborate	contingent	61.05	352.185153292	151598.05543	144717.414189	153083.860418	156192.887503	161517.401873	None	5324.51437058	4	4	7	29	0	1	1	153	[332, 485]	56	1	0	1	169	[963, 381]	40	0	1	1	125	[368, 669]	84	0	1	1	111	[197, 878]	-82	1	0	1	82	[747, 160]	-53	1	0	1	27	[811, 301]	2	0	1	1	138	[346, 157]	71	1	0	1	12	[1103, 744]	17	17	29	12	153	169	125	111	82	27	138
8	8	collaborate	contingent	6.4	400.196732562	170184.888491	166327.10068	171504.512479	174610.843292	176231.098976	None	1620.25568394	4	4	3	83	0	1	1	65	[1345, 556]	18	0	1	1	42	[542, 629]	41	1	0	1	97	[303, 537]	-14	1	0	1	124	[506, 418]	-41	1	0	1	179	[671, 178]	84	0	1	1	152	[1163, 723]	-69	0	1	1	53	[316, 917]	30	1	0	1	31	[333, 231]	52	-41	83	124	65	42	97	179	152	53	31
9	8	collaborate	contingent	61.05	478.626370676	188504.592385	182325.087273	189773.232432	192879.593668	195534.776989	None	2655.18332153	4	4	0	51	1	0	1	34	[690, 232]	17	1	0	1	133	[1405, 300]	-82	1	0	1	75	[824, 333]	-24	0	1	1	22	[475, 529]	29	0	1	1	149	[623, 413]	82	1	0	1	109	[1299, 458]	-58	0	1	1	165	[194, 727]	66	0	1	1	99	[1140, 937]	-48	17	51	34	133	75	22	149	109	165	99
10	8	collaborate	contingent	87.05	542.47248513	209246.256889	204769.564462	210497.904488	213604.530733	216225.737589	None	2621.20685636	4	4	7	136	1	0	1	52	[975, 269]	84	0	1	1	155	[258, 664]	-19	1	0	1	110	[1406, 458]	26	1	0	1	120	[1223, 289]	16	0	1	1	135	[1131, 881]	1	0	1	1	95	[578, 826]	41	0	1	1	29	[1506, 880]	-73	1	0	1	145	[708, 366]	-9	-9	136	145	52	155	110	120	135	95	29
