trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	94.02	55.9277819905	25880.2974978	19349.9407306	27282.9483818	30405.9112492	33796.2185629	None	3390.3073137	4	4	1	64	0	1	1	160	[1111, 233]	84	1	0	1	70	[1025, 814]	-6	0	1	1	14	[835, 204]	50	1	0	1	147	[980, 430]	-83	0	1	1	1	[202, 151]	63	1	0	1	42	[583, 463]	22	0	1	1	104	[527, 241]	-40	1	0	1	27	[1149, 672]	37	-6	64	70	160	14	147	1	42	104	27
2	8	collaborate	contingent	50.55	82.021639795	48126.5718112	40177.8755541	49528.9470578	52651.0606542	56075.626177	None	3424.56552289	4	4	3	141	0	1	1	81	[212, 772]	60	0	1	1	47	[1190, 292]	-86	1	0	1	93	[954, 887]	48	1	0	1	161	[670, 891]	-20	0	1	1	9	[460, 409]	-48	1	0	1	71	[1294, 874]	70	0	1	1	142	[518, 660]	-1	1	0	1	31	[1509, 806]	-70	-20	141	161	81	47	93	9	71	142	31
3	8	collaborate	contingent	24.11	143.311848261	67048.2163842	62170.4091529	68468.3123294	71589.7276688	77100.9998453	None	5511.27217653	4	4	5	50	0	1	1	110	[686, 126]	-60	1	0	1	155	[1289, 248]	75	1	0	1	20	[1250, 503]	30	0	1	1	65	[507, 606]	-15	0	1	1	145	[229, 738]	85	1	0	1	79	[1239, 699]	-29	1	0	1	51	[1470, 454]	-1	0	1	1	123	[1070, 596]	-73	-29	50	79	110	155	20	65	145	51	123
4	8	collaborate	contingent	1.44	178.070525361	84833.8936494	82612.1305378	86570.4088597	89693.4512661	92166.2243762	None	2472.77311011	4	4	3	157	0	1	1	64	[294, 726]	-87	1	0	1	43	[1118, 876]	-66	1	0	1	139	[1019, 432]	18	1	0	1	33	[1340, 304]	-56	0	1	1	121	[406, 113]	36	0	1	1	178	[421, 370]	-21	1	0	1	14	[1408, 661]	-37	0	1	1	94	[576, 512]	63	-56	157	33	64	43	139	121	178	14	94
5	8	collaborate	contingent	100.0	258.593793017	102354.040104	97258.6600357	103622.086839	106744.71249	110168.258302	None	3423.54581115	4	4	4	120	1	0	1	47	[1042, 601]	73	0	1	1	88	[683, 805]	32	0	1	1	25	[375, 649]	-85	1	0	1	71	[1080, 199]	49	1	0	1	120	[613, 131]	0	1	0	1	153	[1440, 275]	-33	0	1	1	11	[1061, 877]	-71	0	1	1	61	[288, 937]	59	0	120	120	47	88	25	71	153	11	61
6	8	collaborate	contingent	24.11	319.884001483	124164.274755	115012.294088	125417.529805	128539.086629	134200.841061	None	5661.75443201	4	4	5	108	1	0	1	24	[606, 781]	84	0	1	1	0	[569, 464]	-72	1	0	1	65	[303, 685]	43	0	1	1	36	[1335, 219]	72	1	0	1	106	[298, 369]	2	1	0	1	79	[418, 907]	29	0	1	1	132	[1305, 856]	-24	0	1	1	53	[982, 939]	55	29	108	79	24	0	65	36	106	132	53
7	8	collaborate	contingent	3.55	352.182269139	146676.580938	139547.106504	147928.50142	151051.950684	153324.018353	None	2272.06766898	4	4	0	19	1	0	1	153	[332, 485]	46	0	1	1	169	[963, 381]	30	1	0	1	125	[368, 669]	74	1	0	1	111	[197, 878]	88	0	1	1	82	[747, 160]	-63	0	1	1	27	[811, 301]	-8	1	0	1	138	[346, 157]	61	0	1	1	12	[1103, 744]	7	46	19	153	169	125	111	82	27	138	12
8	8	collaborate	contingent	89.62	400.193393648	164946.950431	161189.762783	166349.6464	169472.628327	172313.105752	None	2840.47742449	4	4	1	50	1	0	1	65	[1345, 556]	-15	1	0	1	42	[542, 629]	8	0	1	1	97	[303, 537]	-47	0	1	1	124	[506, 418]	-74	0	1	1	179	[671, 178]	51	1	0	1	152	[1163, 723]	78	1	0	1	53	[316, 917]	-3	0	1	1	31	[333, 231]	19	8	50	42	65	97	124	179	152	53	31
9	8	collaborate	contingent	95.81	478.621661304	183352.46032	177155.380317	184620.948369	187743.388551	194825.355854	None	7081.96730325	4	4	3	27	0	1	1	34	[690, 232]	-7	0	1	1	133	[1405, 300]	74	0	1	1	75	[824, 333]	-48	1	0	1	22	[475, 529]	5	1	0	1	149	[623, 413]	58	0	1	1	109	[1299, 458]	-82	1	0	1	165	[194, 727]	42	1	0	1	99	[1140, 937]	-72	5	27	22	34	133	75	149	109	165	99
10	8	collaborate	contingent	40.64	542.468938212	204010.616072	199634.071201	205346.305029	208468.927382	211892.358466	None	3423.43108442	4	4	6	52	0	1	1	52	[975, 269]	0	1	0	1	155	[258, 664]	77	0	1	1	110	[1406, 458]	-58	0	1	1	120	[1223, 289]	-68	1	0	1	135	[1131, 881]	-83	1	0	1	95	[578, 826]	-43	1	0	1	29	[1506, 880]	23	0	1	1	145	[708, 366]	87	23	52	29	52	155	110	120	135	95	145
11	8	collaborate	contingent	64.57	620.730523437	224752.340169	216869.529312	226004.066751	229128.700304	233519.998006	None	4391.29770231	4	4	4	42	0	1	1	38	[1215, 140]	4	0	1	1	87	[418, 267]	-45	1	0	1	51	[857, 703]	-9	1	0	1	155	[1456, 634]	67	1	0	1	26	[676, 188]	16	0	1	1	170	[552, 931]	52	1	0	1	139	[469, 740]	83	0	1	1	111	[647, 370]	-69	16	42	26	38	87	51	155	170	139	111
12	8	collaborate	contingent	98.47	718.61407272	242555.677287	238646.883941	244207.863949	247331.33484	251624.040126	None	4292.70528571	4	4	4	44	0	1	1	0	[516, 496]	44	0	1	1	119	[1331, 263]	-75	1	0	1	27	[831, 759]	17	0	1	1	131	[1399, 552]	-87	1	0	1	41	[351, 658]	3	1	0	1	91	[290, 818]	-47	1	0	1	161	[1071, 871]	63	0	1	1	70	[1097, 505]	-26	3	44	41	0	119	27	131	91	161	70
13	8	collaborate	contingent	99.83	814.505657946	258771.735218	256534.102797	260407.5856	263532.941601	268524.778775	None	4991.83717454	4	4	6	0	1	0	1	63	[915, 725]	-63	1	0	1	13	[1138, 485]	-13	0	1	1	32	[713, 645]	-32	0	1	1	113	[361, 509]	67	0	1	1	126	[1345, 183]	54	1	0	1	99	[594, 765]	81	1	0	1	1	[1481, 309]	-1	0	1	1	158	[820, 288]	22	-1	0	1	63	13	32	113	126	99	158
14	8	collaborate	contingent	99.83	874.307819013	279313.580053	273451.069598	280582.897213	283705.449923	288315.737502	None	4610.28757924	4	4	6	0	1	0	1	131	[977, 934]	49	0	1	1	98	[933, 239]	82	0	1	1	13	[517, 165]	-13	0	1	1	166	[293, 731]	14	1	0	1	80	[1377, 165]	-80	1	0	1	33	[404, 867]	-33	1	0	1	1	[1003, 591]	-1	0	1	1	121	[1082, 208]	59	-1	0	1	131	98	13	166	80	33	121
15	8	collaborate	contingent	99.32	973.626441061	300457.581165	292940.839492	301792.044049	304916.334888	310911.430595	None	5995.09570702	4	4	4	167	1	0	1	64	[835, 824]	-77	1	0	1	98	[648, 718]	69	0	1	1	43	[694, 288]	-56	0	1	1	6	[1175, 184]	-19	1	0	1	165	[541, 828]	2	1	0	1	136	[1027, 772]	31	0	1	1	22	[1012, 229]	-35	0	1	1	125	[1419, 500]	42	2	167	165	64	98	43	6	136	22	125
