trialnr	nstim	rewtype	rewamount	reward	total	fixonset	stimonset	maintenanceonset	probeonset	t1	rewardonset	RT	nfixself	nfixother	probedstim	response	self_fixated0	other_fixated0	rewarded0	ori0	XYloc0	error0	self_fixated1	other_fixated1	rewarded1	ori1	XYloc1	error1	self_fixated2	other_fixated2	rewarded2	ori2	XYloc2	error2	self_fixated3	other_fixated3	rewarded3	ori3	XYloc3	error3	self_fixated4	other_fixated4	rewarded4	ori4	XYloc4	error4	self_fixated5	other_fixated5	rewarded5	ori5	XYloc5	error5	self_fixated6	other_fixated6	rewarded6	ori6	XYloc6	error6	self_fixated7	other_fixated7	rewarded7	ori7	XYloc7	error7	E	X	T	NT0	NT1	NT2	NT3	NT4	NT5	NT6
1	8	collaborate	contingent	1.01	27.5119031561	51765.7271502	9310.87136923	53033.770836	56157.9283428	63239.4080812	None	7081.47973838	4	4	6	36	0	1	1	17	[230, 470]	19	1	0	1	161	[1471, 937]	55	0	1	1	151	[505, 161]	65	1	0	1	66	[312, 661]	-30	1	0	1	30	[1096, 720]	6	0	1	1	4	[467, 497]	32	1	0	1	110	[834, 732]	-74	0	1	1	86	[348, 315]	-50	-74	36	110	17	161	151	66	30	4	86
2	8	collaborate	contingent	1.01	65.4676229095	76566.5307535	69685.3290727	77818.0134095	80941.8600901	88022.6657606	None	7080.80567053	4	4	4	43	1	0	1	91	[1288, 938]	-48	1	0	1	159	[1400, 678]	64	0	1	1	41	[734, 882]	2	0	1	1	22	[507, 484]	21	1	0	1	116	[1408, 502]	-73	1	0	1	5	[1323, 217]	38	0	1	1	174	[172, 777]	49	0	1	1	104	[849, 205]	-61	-73	43	116	91	159	41	22	5	174	104
3	8	collaborate	contingent	50.55	131.392930806	98812.2312342	93417.4987134	100063.756409	103187.839508	110269.377526	None	7081.53801831	4	4	3	133	1	0	1	133	[1383, 702]	0	1	0	1	89	[917, 862]	44	1	0	1	15	[1038, 263]	-62	1	0	1	113	[1500, 250]	20	0	1	1	2	[413, 652]	-49	0	1	1	64	[778, 713]	69	0	1	1	40	[272, 345]	-87	0	1	1	25	[187, 865]	-72	20	133	113	133	89	15	2	64	40	25
4	8	collaborate	contingent	95.81	228.956552854	118920.866853	115479.01556	120239.385356	123361.955376	130477.617942	None	7115.66256581	4	4	5	19	0	1	1	77	[550, 670]	-58	1	0	1	36	[1374, 322]	-17	1	0	1	114	[1415, 859]	85	0	1	1	169	[237, 283]	30	0	1	1	54	[242, 487]	-35	1	0	1	24	[1274, 637]	-5	1	0	1	11	[1231, 465]	8	0	1	1	157	[614, 107]	42	-5	19	24	77	36	114	169	54	11	157
5	8	collaborate	contingent	64.57	306.053132124	145708.77813	136289.30413	152438.043671	155544.896438	162592.607906	None	7047.71146817	4	4	7	64	1	0	1	140	[1259, 827]	-76	1	0	1	152	[1360, 592]	-88	0	1	1	56	[217, 342]	8	0	1	1	39	[658, 444]	25	0	1	1	127	[253, 621]	-63	0	1	1	174	[1341, 330]	70	1	0	1	23	[898, 872]	41	1	0	1	80	[936, 660]	-16	-16	64	80	140	152	56	39	127	174	23
6	8	collaborate	contingent	37.55	326.411607008	172764.511336	169924.467747	184871.36117	187978.829724	194993.04123	None	7014.21150556	4	4	5	66	0	1	1	170	[182, 229]	76	0	1	1	66	[180, 617]	0	0	1	1	136	[1101, 864]	-70	1	0	1	152	[893, 305]	-86	0	1	1	47	[652, 610]	19	1	0	1	90	[1362, 458]	-24	1	0	1	17	[1503, 395]	49	1	0	1	105	[1053, 419]	-39	-24	66	90	170	66	136	152	47	17	105
7	8	collaborate	contingent	47.16	398.640156291	204813.384004	200855.185741	208586.754255	211710.265551	218791.475516	None	7081.20996462	4	4	1	146	1	0	1	155	[988, 753]	-9	1	0	1	125	[1090, 134]	21	1	0	1	169	[1050, 375]	-23	0	1	1	75	[556, 237]	71	0	1	1	142	[535, 576]	4	1	0	1	3	[1193, 524]	-37	0	1	1	47	[584, 815]	-81	0	1	1	100	[372, 187]	46	21	146	125	155	169	75	142	3	47	100
8	8	collaborate	contingent	81.3	468.049355389	233506.750209	227760.509814	239667.364193	242790.76626	249805.097258	None	7014.33099774	4	4	2	75	0	1	1	32	[620, 673]	43	1	0	1	131	[1475, 589]	-56	1	0	1	86	[1131, 315]	-11	1	0	1	97	[1407, 129]	-22	0	1	1	156	[175, 474]	-81	0	1	1	115	[721, 363]	-40	0	1	1	142	[335, 365]	-67	1	0	1	54	[1264, 628]	21	-11	75	86	32	131	97	156	115	142	54
9	8	collaborate	contingent	57.52	545.457904672	260294.338563	256535.616734	269429.011382	272551.850809	279616.534199	None	7064.68338971	4	4	6	65	0	1	1	6	[723, 135]	59	0	1	1	124	[351, 376]	-59	1	0	1	24	[1130, 189]	41	1	0	1	67	[1067, 427]	-2	1	0	1	134	[1076, 613]	-69	0	1	1	93	[919, 273]	-28	1	0	1	83	[1443, 709]	-18	0	1	1	35	[617, 565]	30	-18	65	83	6	124	24	67	134	93	35
10	8	collaborate	contingent	64.57	595.030794631	290505.825794	285361.449917	301177.1193	304283.799426	311298.260912	None	7014.46148613	4	4	7	55	1	0	1	85	[1415, 217]	-30	0	1	1	8	[726, 401]	47	0	1	1	70	[366, 641]	-15	1	0	1	60	[863, 146]	-5	0	1	1	101	[645, 146]	-46	1	0	1	158	[1256, 117]	77	0	1	1	49	[304, 793]	6	1	0	1	39	[1396, 777]	16	16	55	39	85	8	70	60	101	158	49
